WorkerID|Name|Shift|LineID|JoinDate|HourlyWage|AttendancePct
WOR2727|Sara Hood|Night|LIN0004|13-05-2022|46584.5|
WOR2728|Ronald Brock|Night|LIN0013|2022-03-29|34414.47|28554.06
WOR2729|Katherine Kent|Evening|LIN0017|06-12-2024|Five Hundred|24641.64
WOR2730|Gary Howard|Night|LIN0009|29/06/2022|42735.2|20679.97
WOR2731|Michael Duffy|Morning|LIN0013|08/07/2022|47382.4|43042.32
WOR2732|Zachary Todd|Night|LIN9999|2024-01-09|21594.4|5791.83
INVALID_91|  Jeffrey Hicks  |Morning|LIN0008|2022-03-17|40874.2|46726.23
WOR2734|Mary Carter|Evening|LIN0003|14/02/2023|4090.64|39352.96
WOR2735|Amanda Charles|Evening|LIN0015|05/26/2022|47816.65|8750.47
WOR2736|Kim Wolfe|Evening|LIN0010|12/15/2022|42111.35|41987.58
WOR2737|Cynthia Weaver|NIGHT|LIN0019|16/05/2022|Ten Thousand|44864.07
WOR2738|Diana Singh|Morning|LIN0017|2022-06-17|12792.16|6125.17
WOR2739|Cynthia Cunningham|Night|LIN0018|21/06/2022|18417.53|29414.85
WOR2740|  Jacob Moreno  |Night|LIN0017|02/02/2023|47368.32|46608.9
WOR2741|Sara Morgan|Evening|LIN0020|20/10/2023|48098.27|36080.33
WOR2742|Danielle Mills|Evening|LIN0015|12/19/2023|35109.51|34782.31
INVALID_55|Matthew Warner|Night|LIN0017|2022-08-08|29344.38|6889.03
WOR2744|  Antonio White  |Night|LIN0019|11-04-2024|4621.71|47611.15
WOR2745|Steven Mason|Morning|LIN0013|12/03/2024|10247.3|30853.41
WOR2746|Steven Davis|Night|LIN0013|2024-11-10|23285.14|5448.41
WOR2747|Cassidy Mclean|Morning|LIN0007|04/17/2022||41120.4
WOR2748|Paul Richards|Evening|LIN0018|2024-01-30|47579.06|31990.33
WOR2749|Maureen Anderson|Evening|LIN0013|29/01/2022|32441.23|27022.26
WOR2750|  Amber Delgado  |Evening|LIN0001|10/26/2023|49484.67|28315.57
WOR2751|Debra Evans|Morning|LIN0016|02/12/2023|39623.08|9473.68
WOR2752|Carol Smith|Evening|LIN0009|14/06/2023|14016.82|47845.99
WOR2753|Zachary Quinn|Evening|LIN0020|09/09/2022|1140.31|31246.18
WOR2754|Holly Mcdowell|Morning|LIN0005|07/14/2023|8318.89|28640.06
WOR2755|Michael Brown|Evening|LIN0009|17-05-2023|38695.07|27911.78
INVALID_38|Amy Porter|Night|LIN0007|28-06-2024|14188.16|11512.97
WOR2757|James Santiago|Evening|LIN0009|02/01/2024|47075.42|18326.32
WOR2758|Billy Brown|Evening|LIN0006|04/15/2024|6765.97|Five Hundred
WOR2759|Tyler Chavez|Evening|LIN0003|28-02-2024|1824.86|22836.12
WOR2760|Carol Davis|Evening|LIN0010|11-09-2024|28184.8|14682.45
WOR2761|  Sandra Norman  |Morning|LIN0006|07-12-2022||23511.63
WOR2762|Renee Williams|Morning|LIN0010|18-01-2024|16442.06|433.15
WOR2763|Ryan Perry|Night|LIN0014|12-03-2024|45529.1|21191.66
WOR2764|Robert Miller|Evening|LIN0018|24-08-2024|11473.35|37066.27
WOR2765|Erin Stevens|Night|LIN0016|25/09/2022|35414.72|17970.1
WOR2766|  Tommy Higgins  |Evening|LIN0019|12/23/2022|0|35580.76
WOR2767|Matthew Hall|Evening|LIN0001|10/01/2022|39218.51|35273.61
WOR2768|Laura Ho|Morning|LIN0006|30-11-2023|43165.35|44800.97
WOR2769|Kimberly Tucker|Evening|LIN0012|15-05-2023|48022.12|26813.25
WOR2770|Elizabeth Newton|Evening|LIN9999|20/04/2023|8897.15|29291.57
WOR2771|Tina Kramer|Morning|LIN0014|23-10-2023|2839.18|40653.03
WOR2772|Michael Griffith|Night|LIN0018|03/03/2022|29914.97|49829.76
WOR2773|Jonathan Roach|MORNING|LIN9999|19/04/2024||19556.66
WOR2774|Martha Grimes|Morning|LIN0009|09/02/2022|-2455.91|4675.13
WOR2775|Willie Owen|Night|LIN0010|2022-12-22|45190.92|13965.36
WOR2776|  Angela Schroeder  |night|LIN9999|20-03-2022|6437.27|29933.85
WOR2777|  Joshua Rowland  |Evening|LIN0013|09/20/2023|9393.87|42709.17
WOR2778|  Daniel Graham  |Morning|LIN0014|10-09-2023|20744.15|37751.2
INVALID_85|Tracy Mejia|Evening|LIN0016|2022-08-13|22931.94|31478.08
WOR2780|Roberto Johnston|Night|LIN0007|21/11/2023|25275.92|41341.28
WOR0510|Gilbert Hill|Night|LIN0001|16-10-2022|12808.97|44079.41
WOR2782|Douglas Black|Night|LIN0020|13/04/2024|46611.64|17425.71
WOR2783|Chad Mccann|Morning|LIN0003|10/21/2023|48982.75|39840.78
WOR2784|David Smith|Morning|LIN0005|2022-10-18||8045.32
WOR2785|Brandon Cross|Morning|LIN0017|09/03/2022|39391.73|
WOR2786|Katherine Erickson|night|LIN9999|15-09-2024|21137.17|23698.01
WOR2787|  Robert Chan  |Night|LIN0016|2024-03-02|23438.18|7252.75
WOR2788|Jennifer Baird|Morning|LIN0009|11/02/2022|29463.79|8028.59
WOR2789|  Nicole Williams  |Night|LIN0016|2023-11-25|4457.98|35803.33
WOR2790|Patrick Mckenzie|Morning|LIN0019|03/30/2023|45433.55|18108.93
WOR2791|Patrick Le|Morning|LIN0008|30-11-2023|30069.42|46440.33
WOR2792|David Terry|Night|LIN0007|26/06/2024|31821.41|49854.86
WOR2793|Hannah Hodges|Night|LIN0007|25/08/2024|2594.6|
WOR2794|Andrea Wolf|Night|LIN0004|12/02/2024|15119.54|9759.31
WOR2795|Larry Reynolds|Evening|LIN0013|03-05-2022|25564.95|49639.89
WOR2796|Jessica Freeman|Morning|LIN0012|15-03-2022|Five Hundred|12060.95
WOR2797|Laura Franco|Night|LIN0004|16-03-2023|12681.94|13931.06
WOR2798|  Steven Hines  |Evening|LIN0009|2023-03-29|24717.6|47362.13
WOR2799|Richard Williams|Evening|LIN0015|07/08/2024|20592.77|25394.22
WOR2800|Isaac Clarke|morning|LIN0006|11/24/2023|46797.75|-1307.05
WOR2801|Jodi Johnson|Morning|LIN0018|2022-03-05|48117.46|25011.26
WOR2802|Latasha Chavez|Night|LIN0018|2022-11-19|9718.98|46435.08
WOR2803|Bobby Ramirez|Morning|LIN0015|05/06/2023|Ten Thousand|3763.11
WOR2804|Jessica Roberts|Evening|LIN0003|20-03-2024|24540.48|49295.56
WOR2805|Allison Mendoza|Night|LIN0005|20/02/2023|Twenty Five Thousand|220.85
WOR2806|Kristen Calhoun|Night|LIN0014|10/11/2023|20155.54|29946.16
WOR2655|Dalton George|Evening|LIN0007|2022-11-20|13645.92|0
WOR2808|Laura Pierce|Morning|LIN0013|03/04/2024|29625.97|30492.88
WOR2809|Gerald Martin|Night|LIN0012|01/15/2024|5922.43|34496.18
WOR2810|Debbie Romero|Night|LIN0010|04/11/2022|48138.09|36716.62
WOR2811|Robert Davis|Night|LIN0007|23-09-2023|30183.01|15472.22
WOR2812|Brian Bauer|Morning|LIN0007|10/03/2024|33312.21|Twenty Five Thousand
WOR2813|  Catherine Smith  |Evening|LIN0001|08/09/2023|-2753.09|25901.71
WOR2814|Mario Rivera|Morning|LIN0017|25/06/2023|-4969.92|31052.55
WOR2815|Kara Watson|Evening|LIN0001|15-09-2023|17560.72|46516.67
WOR2816|Jerry Walker|Night|LIN0003|07/26/2022|29158.04|3133.9
WOR2817|Brandi Thomas|Night|LIN0020|07/29/2022|20402.72|1088.95
WOR2818|Jonathon Marsh|Night|LIN0012|2022-01-02|20129.71|
WOR2819|Kenneth Howard|Morning|LIN0018|2023-06-19|16481.47|1688.14
INVALID_14|John Francis|Night|LIN0011|02-10-2022|24549.71|36649.67
WOR2821|Jamie Rivera|Morning|LIN0013|2022-12-05|37780.62|34289.62
WOR2822|Jeffrey Bennett|Morning|LIN0009|28/03/2022|38018.7|35029.69
WOR2823|Susan Hernandez|Night|LIN0001|12/08/2023|0|177.0
WOR2824|Jody Decker|MORNING|LIN0008|14-02-2022|27466.45|6449.71
WOR2825|Sabrina Bond|Night|LIN0006|09/04/2023|-3349.74|32500.67
WOR2826|Melissa Gutierrez|Morning|LIN0013|25/05/2024|47096.63|29156.54
WOR2827|Yolanda Klein|Night|LIN0002|02/23/2024|42913.2|31562.7
WOR2828|Ryan Salazar|Evening|LIN0002|2024-08-28|46216.37|40946.31
WOR1135|Robin Lee|Morning|LIN0005|2024-08-31|-2935.94|15584.75
WOR2830|Kelly Neal|Night|LIN0010|2024-03-25|49474.76|17090.67
WOR2831|Alicia Murphy|Morning|LIN0018|2023-05-04|45650.41|9199.25
WOR2832|Matthew Peterson|Evening|LIN0020|01/31/2023|3315.32|14921.71
WOR1054|James Powell|Morning|LIN0004|04/05/2023|19701.99|24303.3
WOR2834|Terry Davila|Evening|LIN0006|08/25/2023|10315.93|11722.45
WOR2835|Eddie Mccormick|Evening|LIN0007|10-05-2024|49323.16|
WOR2836|Jennifer Howard|Night|LIN0003|01/08/2024|20257.75|2535.28
WOR2837|Betty Nguyen|Morning|LIN0019|15/02/2024|44824.62|7410.82
WOR2838|Theodore Lam|Evening|LIN0004|26/06/2024|22912.3|28219.16
WOR2839|Mike Fisher|Evening|LIN0017|2023-09-21|1873.74|
WOR2840|Jesse Johnson|Morning|LIN0018|01/05/2022|47556.07|
WOR2841|Tiffany Mitchell|Evening|LIN0007|01/21/2024|21721.12|30734.31
WOR2842|  Michelle Dawson  |Night|LIN0014|07/08/2024|8375.32|8628.79
WOR2843|Timothy Phillips|Evening|LIN0018|08/03/2022|17145.75|47894.25
WOR2844|Jeanne Jones|Evening|LIN0011|08/01/2023|Five Hundred|48140.95
WOR2845|Jessica Daniels|Morning|LIN0019|2024-01-30|11093.49|17389.55
WOR2846|Kathleen Roberts|Morning|LIN0018|08/11/2022|44494.55|33272.61
WOR2847|Michael Mitchell|Night|LIN0005|30-09-2024|28726.47|11236.05
WOR2848|Terry Villarreal|Morning|LIN0015|09/11/2024|14485.66|6433.15
WOR2849|Robert Clark|Morning|LIN0011|02/09/2023|33461.55|49060.47
WOR2850|  Tiffany Jones  |Evening|LIN9999|05/08/2023|27589.77|44808.87
WOR2851|Sean Jones|Night|LIN0020|14-02-2022|42528.96|1490.71
WOR2852|Kevin Mcmahon|Morning|LIN0005|25/08/2023|0|
WOR2853|Ricky Reed|Morning|LIN0019|14/10/2022|23572.61|46414.6
WOR2854|  Daniel Holt  |Evening|LIN0014|22-10-2024|21517.62|31213.4
WOR2855|Erin Contreras|Night|LIN0013|11/05/2022|25177.02|36783.98
WOR2856|Amber Lewis|Morning|LIN0008|2022-03-27|46952.24|38024.74
WOR2857|Jamie Powell|Morning|LIN0011|2022-01-21|46055.99|22427.7
WOR2858|  Miguel Andrews  |Morning|LIN0010|28-06-2023|0|6166.0
WOR2859|Amy Delacruz|Evening|LIN0001|13-08-2022|11739.68|15510.28
WOR2860|Tammy Moreno|Night|LIN0004|04/24/2023|37490.88|33844.83
WOR2861|Christine Downs|Night|LIN0019|02/01/2024|46567.46|32001.4
WOR2862|Andrew Wilkinson|Evening|LIN0008|07/27/2023|29993.29|2638.59
WOR2863|Phillip Jordan|Evening|LIN0009|02/14/2022|22447.5|34469.43
WOR2864|Laura Hancock|Night|LIN0010|04-02-2024|8585.9|15842.81
WOR2865|Corey Morris|Evening|LIN0013|17-07-2024|33841.59|13822.29
WOR2866|Stephen Bailey|Evening|LIN0005|03/10/2023|3281.41|-759.77
WOR2867|Karen Henry|Morning|LIN0009|22/10/2023|5884.48|22778.93
WOR2868|Charlotte Montes|Night|LIN0012|27-11-2023|11694.25|23699.66
WOR2869|Erica White|NIGHT|LIN0002|2024-03-23|47470.18|27571.07
WOR2870|Jennifer Flores|Morning|LIN0009|2023-08-25|32429.56|47649.27
WOR2871|Brandi Collins|Morning|LIN0019|26/11/2023|15419.86|15106.41
WOR2872|Ralph Russell|Evening|LIN0001|26-10-2022|46780.25|17874.42
WOR2873|Christopher Wilson|evening|LIN0019|28/06/2024|-2787.56|26732.23
WOR2874|Mary Smith|Evening|LIN0013|2022-04-25|21769.85|2451.77
WOR2875|Nicole Peterson|Night|LIN0008|2022-02-25|36202.86|27455.05
WOR2876|Jennifer Wiggins|Night|LIN0013|02/08/2023|44664.21|30257.7
WOR2877|Jeffrey Zamora|Night|LIN9999|2024-08-18|0|49060.97
WOR2878|  Sandra Silva  |Evening|LIN0012|09/28/2022|39472.88|5119.27
WOR2879|Robert Robinson|Night|LIN0010|2023-02-16|23574.2|29621.62
WOR2880|Brenda Klein|morning|LIN0008|25/02/2024|26496.22|363.38
WOR2881|Benjamin Harrison|Morning|LIN0014|2022-02-09|38775.02|31012.73
WOR2882|Philip Myers|Night|LIN0003|06-01-2023|25858.56|45702.99
WOR2883|Patricia Rojas|Morning|LIN0019|10-11-2022|34180.23|
WOR2884|Mark Martinez|Evening|LIN0013|10/04/2023|47090.4|44300.88
WOR2885|James Lee|Evening|LIN0008|31-08-2022|18728.77|
WOR2886|Lee Price|Morning|LIN0007|18-03-2024|31057.26|44739.02
WOR2887|David Perez|Morning|LIN0005|2023-06-14||39901.18
WOR2888|Anna Gonzalez|Evening|LIN0019|24-08-2024|7645.81|Twenty Five Thousand
WOR2889|David Beck|NIGHT|LIN0005|12/13/2022|46186.01|4063.7
WOR2890|Rebecca Tucker|Night|LIN0010|07/08/2023|36308.91|7417.45
WOR2891|Amanda Price|Night|LIN0006|02/03/2022|6835.47|6483.79
INVALID_98|  Michael Byrd  |Morning|LIN0018|02/17/2022|25396.64|17655.79
WOR2893|Justin Williams|Night|LIN0007|02/22/2022|28499.93|43098.75
WOR2894|Sarah Thompson|Morning|LIN0020|2022-02-13||35029.55
WOR2895|Catherine Dudley|Evening|LIN0009|03/24/2022|8230.98|34211.3
WOR2896|  Matthew Robinson  |Night|LIN0012|29-10-2024|34737.25|28072.19
WOR2897|Stacy Malone|Evening|LIN0006|2023-07-23|24275.06|16743.64
WOR2898|Sandra Roberts|Night|LIN0007|05-02-2024||27545.74
WOR2899|Kendra French|Night|LIN0005|20-03-2022|41944.92|43226.66
WOR2900|Christopher Henry|Evening|LIN0003|2024-06-13|32159.17|10510.0
WOR2901|Julie Howard|Night|LIN0001|13/07/2023|46968.49|30599.82
WOR2902|Christian Hernandez|Night|LIN0003|24-12-2023|33640.99|35207.98
WOR2903|Bradley Lane|Night|LIN0007|14/12/2022|17638.14|41072.1
WOR2904|Sandra Smith|Night|LIN0004|04/04/2023|47365.28|1348.26
WOR2905|Ann Barr|Morning|LIN0019|25-07-2022|26651.53|31237.07
WOR2906|  Kathleen Young  |Night|LIN0017|24/11/2022|22888.92|14115.76
WOR2907|Kimberly Ramirez|Morning|LIN0003|2024-01-05|10296.08|8698.12
WOR2908|Jacob Cain|Evening|LIN0013|19-12-2024|4319.68|36502.53
WOR2909|Allison Hall|Night|LIN0008|15/06/2022|8650.72|7831.37
WOR2910|Amanda Burke|Evening|LIN0004|28-05-2022|44093.99|25921.75
WOR2911|Matthew Perez|Evening|LIN0011|08-07-2022|17711.55|
WOR2912|Peter Powell|Morning|LIN0015|2024-12-08|26970.21|44167.19
WOR2913|Stephanie Mann|night|LIN0007|2024-09-18|15988.44|46011.34
WOR2914|Kimberly Ingram|EVENING|LIN0006|06/16/2023|20008.98|9006.18
WOR2270|Clayton Mitchell|Night|LIN0017|26/12/2024|13063.92|40086.79
WOR2916|Karen Foster|Night|LIN0010|2022-04-21|31466.07|8811.93
WOR2917|  Bruce Smith  |Night|LIN0008|12-11-2023|4826.58|40486.01
WOR2918|Amanda Salazar|Morning|LIN0016|15/10/2023|Five Hundred|14422.86
INVALID_1|Kathryn Dorsey|Night|LIN0016|02/17/2022|1961.79|29383.24
WOR2920|Nicholas Delgado|Morning|LIN0009|2023-05-03|24147.15|400.81
WOR2921|Roger Wilson|Evening|LIN0014|03/01/2023|1883.82|40673.46
WOR2922|Denise Krueger|Morning|LIN0018|15/06/2024|Five Hundred|41857.21
WOR2923|Jessica Walker|Morning|LIN0002|03/26/2023|4496.79|27168.98
WOR2924|Jacob Lin|evening|LIN0004|04/12/2022|47321.2|13024.44
WOR2925|Linda Houston|Night|LIN0014|2022-03-18|18812.54|46494.95
WOR2926|Taylor Martinez|Evening|LIN0020|25-08-2024|29261.68|22755.54
WOR2927|Laura Mitchell|Night|LIN0002|08/10/2022|3202.0|34027.86
WOR2928|Tracey Melendez|night|LIN0007|04/30/2024|36240.21|7400.81
WOR2929|Sheila Clarke|Morning|LIN0009|13-10-2024|23637.16|152.52
WOR2930|Jennifer Nixon|Evening|LIN0015|18-06-2022|43116.98|46438.11
WOR2931|Nicole Robertson|Evening|LIN0001|23/03/2024|40352.38|31496.22
WOR2932|Laura Smith|Night|LIN0009|30-04-2024|48555.9|9108.38
WOR2933|Patricia Carson|Night|LIN0012|22-11-2022|35462.92|44028.12
WOR2934|Daniel Stephens|Night|LIN0016|05/26/2022|18791.09|4173.82
WOR2935|Pamela Carter|Evening|LIN0017|30-07-2024|41945.78|33915.55
WOR2936|Samantha Davis|Night|LIN0011|01/28/2023|23262.37|25062.51
WOR2937|Anthony Johnson|Night|LIN0013|2023-11-03|36617.7|7175.18
WOR2938|Vickie Meyer|Morning|LIN0013|2022-02-20|1306.05|9302.21
WOR2939|Zachary Lopez|Evening|LIN0013|2022-09-03|45499.23|42546.31
WOR2940|Alyssa Green|MORNING|LIN0017|28/06/2024|20477.93|2969.0
WOR2941|Anna Krause|Evening|LIN0019|11/18/2023|44185.91|41034.35
WOR2942|Debra Meyer|Morning|LIN9999|10/12/2022|17900.74|29112.25
WOR2943|David Campbell|Evening|LIN0009|10/23/2023|43721.83|39402.03
WOR2944|Phillip Heath|Night|LIN0011|2024-05-24|47028.36|36536.07
WOR2945|Kristin Kelly|Evening|LIN0003|07/16/2024|12487.69|Five Hundred
INVALID_33|Mark Nash|Evening|LIN0005|13-09-2024|29138.54|36680.24
WOR2947|  Jennifer Wheeler  |night|LIN0016|08/29/2023|46678.79|8644.29
WOR2948|Sarah Owens|Evening|LIN0001|06-09-2024|28339.34|Twenty Five Thousand
WOR2949|Brianna Mccoy|Evening|LIN0015|23-08-2024|0|43731.2
WOR2950|Christine Keller|Night|LIN0020|27/08/2023|43917.94|14207.0
WOR2951|Holly Lewis|Night|LIN9999|2024-06-03|10690.33|6765.44
WOR2952|Lauren Arias|Evening|LIN0016|08/19/2023|Ten Thousand|33413.99
WOR2953|Donna Simpson|Morning|LIN0006|05-01-2024|43807.93|4349.59
WOR2954|John Keith|Morning|LIN0006|01/02/2022|46508.49|21928.08
WOR2955|Barbara Parker|Night|LIN0008|12/18/2024|44194.38|19439.88
WOR2956|Mackenzie Wyatt|Evening|LIN0007|29/08/2024|19877.07|47915.45
WOR2957|Leslie Sheppard|Morning|LIN0017|03/07/2024|25301.4|25178.76
WOR2958|Angelica Le|Morning|LIN0004|2022-10-27|10835.05|
WOR2959|Mary Richards|Night|LIN0020|26-03-2024|49502.35|19379.77
WOR2960|Darlene Ryan|Night|LIN0011|2022-11-07||29545.15
WOR2961|Wanda Skinner|evening|LIN0007|21/12/2022|3927.14|39577.27
WOR2962|Gary Brown|Evening|LIN0012|2024-06-27|12902.76|12417.4
WOR2963|Deborah Johnson|Evening|LIN0008|04/01/2024|30477.94|19106.68
WOR2964|Jon Anderson|Night|LIN0017|25-07-2024|28525.31|31767.38
WOR2965|Laura Gray|Morning|LIN0019|2023-11-16|2085.93|0
WOR2966|Lucas Patterson|Morning|LIN0015|03/18/2022|27261.55|47957.75
WOR2967|Tiffany Johnson|Morning|LIN9999|29/01/2023|11144.58|30394.17
WOR2968|Alicia Villarreal|Evening|LIN0018|2024-03-21|5398.01|0
WOR2969|Cynthia Savage|Evening|LIN0002|08/26/2023|15723.16|36483.75
WOR2970|Sara Nixon|Morning|LIN0005|05/09/2022|Five Hundred|
WOR2971|Roger Gaines|Morning|LIN0013|2024-03-02|15762.51|3424.66
WOR2972|  Jessica Peterson  |Morning|LIN0008|2023-02-18|19922.08|43346.73
WOR2973|Andrew Campbell|Morning|LIN9999|18/03/2022|31888.45|26627.17
WOR2974|Elizabeth Smith|Evening|LIN0004|03/07/2023|23775.8|26667.62
WOR2975|John Johnson|morning|LIN0012|07/15/2022|41570.24|15615.29
WOR2976|Alan Allen|Morning|LIN0009|16-09-2022|Twenty Five Thousand|38874.12
WOR2977|Peter Robbins|Night|LIN9999|06/09/2022|9224.68|2035.43
WOR2978|Megan Chen|Morning|LIN0018|14-03-2023||15542.13
WOR2979|Tanya Dunlap|Evening|LIN0006|22-05-2023|46011.28|44935.82
WOR2980|John Clark|Evening|LIN0004|2023-04-06|Five Hundred|45341.13
WOR2981|Charles Garcia|Morning|LIN0017|27-09-2024|10405.65|33006.15
WOR2982|Christopher Medina|Morning|LIN0005|02-01-2022|22226.19|35697.95
WOR2983|Jose Cowan|Evening|LIN0017|09/19/2022|43900.06|11086.29
WOR2984|Jeffery Bass|Night|LIN0016|23/09/2022|20733.85|46524.18
WOR2985|Nicholas Clark|Morning|LIN0007|20/04/2022|-267.95|34187.02
WOR2986|Jesus Bailey|Evening|LIN0016|08/12/2024|8026.95|37277.37
WOR2987|Tracy Smith|Night|LIN0006|16-09-2023|46659.6|23647.74
WOR2988|Jonathan Harris|Night|LIN0020|2024-02-17|24593.31|37388.41
WOR2989|Andrea Garcia|Evening|LIN0014|28-04-2024|18126.4|25318.67
WOR2990|Charlotte Sexton|Night|LIN0016|20-08-2024|4074.34|-2726.7
WOR2991|Emily Beltran|Evening|LIN9999|04/27/2022|19671.59|42299.47
WOR2992|  Terri Goodman  |Morning|LIN0004|03/17/2022|13995.11|45138.59
WOR2993|Sean Smith|Night|LIN0014|04-09-2022|18662.43|25097.75
WOR2994|James Tucker|Night|LIN0013|03/12/2023|12519.5|12260.77
WOR2995|Jamie Callahan|Evening|LIN0009|2024-08-30|27390.92|23097.46
INVALID_36|Robert Chan|Morning|LIN0008|09-08-2022|6613.31|49439.53
WOR2997|Cesar Stevens|Morning|LIN0013|2022-02-23|39776.33|33462.81
WOR2998|Christopher Roberts|Evening|LIN0010|23-08-2023|43605.42|Twenty Five Thousand
WOR2999|Michael Evans|Evening|LIN0017|17-10-2023|5883.22|38813.35
WOR3000|  Heather Contreras  |Morning|LIN0005|30-07-2022|34549.02|21140.55
WOR3001|John Smith|Night|LIN0015|25-01-2022|2516.48|12016.95
WOR3002|Ryan Spence|Morning|LIN0009|2024-03-31|20781.75|33752.87
WOR2360|Shannon Wade|Evening|LIN0008|04-03-2024|22097.31|26685.92
WOR3004|Kenneth Harris|Night|LIN0011|2023-11-10|18571.34|45521.98
WOR3005|  Sharon Leonard  |Morning|LIN0002|2024-08-09|23653.89|42835.03
WOR3006|Jeanne Robinson|Evening|LIN0003|10/20/2024|18625.86|12334.69
WOR3007|Julie Hunter|Night|LIN0006|13-06-2024|17276.42|8491.23
WOR3008|Arthur Allen|Morning|LIN0011|04-08-2022|20897.58|30207.38
WOR3009|Steven Moore|Night|LIN0015|2022-01-28|19338.21|40498.52
WOR3010|  Robert Salinas  |Morning|LIN0019|07/03/2023|6923.14|0
WOR3011|Christina Gordon|Night|LIN0007|28/11/2022|3192.28|44651.7
WOR3012|Matthew Fuentes|Night|LIN0013|14/06/2023|44319.6|10971.03
WOR3013|George Campbell|Evening|LIN0007|2023-02-03|40760.37|12846.61
WOR3014|  Laura Kemp  |Morning|LIN0004|11-04-2022|41064.14|38100.3
WOR3015|Andrea Moore|MORNING|LIN0004|08/02/2024|35876.64|596.17
WOR3016|Christopher Case|Night|LIN0010|04/23/2022|39238.38|37847.06
INVALID_88|Alexander Lara|Night|LIN0005|02/12/2024|25619.22|5638.91
WOR3018|Jacqueline Bates|Morning|LIN0001|2024-08-19|26931.12|29636.8
WOR3019|  John Johnson  |Night|LIN0010|21-06-2022|44865.82|13430.81
WOR3020|Donna Hunt|Morning|LIN0005|10/20/2024|22349.01|2969.66
WOR3021|Candice Spencer|Morning|LIN0002|2023-11-14|8306.14|48425.36
INVALID_71|Ricky Stein|Morning|LIN0013|07/04/2023|6650.16|20425.72
WOR3023|  Jason Simpson  |Night|LIN0004|27/04/2023|7334.76|33271.79
WOR3024|  Beth Stafford  |morning|LIN0007|26/08/2022|10088.47|32284.47
WOR3025|James Fisher|Morning|LIN0012|25-07-2023|14189.27|21201.9
WOR3026|Matthew Fischer|Evening|LIN0006|05/14/2022|48659.78|19308.72
WOR3027|  Jacqueline Sanders  |Evening|LIN0020|29-02-2024|42557.73|7428.21
WOR3028|Erik Williams|Night|LIN0008|2024-09-13|2236.92|-4444.31
WOR3029|Marcus Ortiz|Night|LIN0009|07-06-2022|25642.2|3477.12
WOR3030|  Jennifer Pena  |Evening|LIN0005|11-05-2023|48000.85|43194.58
WOR3031|Jessica Farrell|Night|LIN0018|09/12/2024|31788.15|34132.1
WOR3032|Carrie Keller|Night|LIN0006|29/06/2023|6645.57|31577.4
WOR3033|  Eric Miller  |Morning|LIN0017|02/17/2023|13012.21|41159.54
WOR3034|Matthew Larson|Morning|LIN0009|19-03-2022|18705.97|42250.8
WOR3035|Michael Spencer|Morning|LIN0019|30-03-2022|34818.33|20613.74
WOR3036|  Donald Blanchard  |Night|LIN0007|10/09/2022|37630.99|8261.82
WOR3037|Laura Manning|morning|LIN0014|05/28/2023|45753.59|23423.26
WOR3038|Kathleen Harrison|Night|LIN0013|18-07-2022|24609.69|16844.8
WOR3039|James Smith|Morning|LIN0004|24-05-2022|8553.55|11729.65
WOR3040|Alyssa Henderson|Night|LIN0004|22-04-2022|43853.61|Twenty Five Thousand
WOR1779|Mariah Davenport|Morning|LIN0013|30-11-2022|9757.96|21955.36
WOR3042|  Angel Dougherty  |Night|LIN0006|2024-03-18|4977.76|33863.18
WOR3043|Robert Reynolds|Night|LIN0014|01-07-2022|36005.2|16714.94
WOR3044|Lori Green|Evening|LIN0014|06/04/2023|34346.25|21482.13
WOR3045|  William Cox  |Night|LIN0016|01/12/2024|36945.62|42004.2
WOR3046|Samuel Miller|Morning|LIN0006|05/08/2022|24033.24|48898.55
WOR3047|Jason Smith|Morning|LIN0011|2024-06-08|27752.33|39543.01
WOR3048|Erica Rice|Night|LIN0011|26-07-2023|46703.27|15507.89
WOR3049|James Erickson|Morning|LIN0008|22/03/2022|3946.97|5124.44
WOR3050|Tyler Miller|Morning|LIN0008|14/05/2022||-197.22
WOR3051|Sara Johnston|Evening|LIN0016|11/04/2024|49265.01|14419.17
WOR3052|Anna Reid|Evening|LIN0014|26/02/2022|41003.17|15603.46
WOR3053|Angela Castro|Night|LIN0019|2022-10-20|3140.48|17414.31
WOR3054|Terri Burns|NIGHT|LIN0007|2023-11-13|7225.79|13363.32
WOR3055|Nathan Kelly|Morning|LIN0019|23/01/2023|19384.32|Twenty Five Thousand
WOR3056|Mark Boyle|Night|LIN0006|10/17/2022|34846.94|35395.88
WOR3057|Toni Mcclain|Night|LIN0015|2022-05-22|16341.99|40272.34
WOR3058|Vickie Acosta|Morning|LIN0011|17-12-2023|25700.09|16374.26
WOR3059|Elizabeth Jones|Morning|LIN0017|04/24/2023|23259.4|47804.38
WOR3060|Stefanie Fitzpatrick|Morning|LIN0012|11-08-2023|20506.48|28751.65
WOR3061|Megan Fox|Morning|LIN0009|23/08/2022||20302.13
WOR3062|  Ricky Butler  |Night|LIN0003|10-07-2022|7906.34|20361.49
WOR3063|Jessica Sanchez|Night|LIN0019|25/05/2023|42339.61|40673.28
WOR3064|  Joseph Smith  |Night|LIN0003|21-06-2023|26515.2|1027.81
WOR3065|Heather Newman|Morning|LIN0006|02-06-2023|2318.17|22690.85
WOR3066|  Christopher Garcia  |Morning|LIN0014|2024-08-25|9093.22|29106.07
