DoctorID,Name,Specialization,HospitalID
DOC2621,Movement,Cardiology,HOS0016
DOC2622,Provide,Oncology,HOS0015
DOC2623,Tend,Orthopedics,HOS0006
DOC2624,Defense,Cardiology,HOS0012
DOC2625,Film,Oncology,HOS0014
DOC2626,Environment,Oncology,HOS0003
DOC2627,Writer,Orthopedics,HOS0019
DOC2628,Right,Orthopedics,HOS0016
DOC2629,Particularly,Neurology,HOS0012
DOC2630,Evening,Neurology,HOS0017
DOC2631,Oil,Oncology,HOS0006
DOC2632,Live,Pediatrics,HOS0008
DOC2633,News,CARDIOLOGY,HOS0007
DOC2634,Never,Orthopedics,HOS0018
DOC2635,Hit,Oncology,HOS0017
DOC2636,Rock,Neurology,HOS0014
DOC2637,Fish,Pediatrics,HOS0013
DOC2638,Simply,Orthopedics,HOS0020
DOC2639,Continue,General Medicine,HOS0020
DOC2640,Nor,Oncology,HOS0005
DOC2641,Both,General Medicine,HOS0004
DOC2642,Other,Neurology,HOS0010
DOC2643,Or,cardiology,HOS0006
DOC2644,Return,Orthopedics,HOS0015
DOC2645,Order,Orthopedics,HOS0011
DOC2646,But,Neurology,HOS0012
DOC2647,Who,Neurology,HOS0015
DOC2648,Leader,Cardiology,HOS0008
DOC2649,Fund,Pediatrics,HOS0016
DOC2650,Exactly,Oncology,HOS0016
DOC2651,Son,Oncology,HOS0007
DOC2652,Late,Cardiology,HOS0006
DOC2653,Phone,Pediatrics,HOS0001
DOC2654,Matter,Pediatrics,HOS0001
DOC2655,Item,Neurology,HOS0007
DOC2656,Free,General Medicine,HOS0004
DOC2657,Agent,Cardiology,HOS0014
DOC2658,Start,Oncology,HOS0015
DOC2659,Wait,Orthopedics,HOS0001
DOC2660,His,General Medicine,HOS0006
DOC2661,Military,General Medicine,HOS0016
DOC2662,Staff,Neurology,HOS0012
DOC2663,Trouble,Neurology,HOS9999
DOC2664,Reveal,General Medicine,HOS0001
DOC2665,Television,Neurology,HOS0008
DOC2666,Watch,Oncology,HOS0001
DOC2667,Fight,Orthopedics,HOS0009
DOC2668,House,ONCOLOGY,HOS0018
DOC2669,Player,Pediatrics,HOS0008
DOC2670,Seat,Oncology,HOS0005
DOC2671,This,Pediatrics,HOS0011
DOC2672,What,Pediatrics,HOS0014
DOC2673,Republican,Oncology,HOS0014
DOC2674,Including,Neurology,HOS0007
DOC2675,There,Orthopedics,HOS0020
DOC2676,Ground,Neurology,HOS0006
DOC2677,Long,General Medicine,HOS0005
DOC2678,Next,Cardiology,HOS0002
DOC2679,Conference,Neurology,HOS0016
DOC2680,Former,Neurology,HOS0001
DOC2681,Become,Oncology,HOS0008
DOC2682,History,General Medicine,HOS0009
DOC2683,Truth,Oncology,HOS0017
DOC2684,Site,Cardiology,HOS0007
DOC2685,Class,Cardiology,HOS0007
DOC2686,Sister,Orthopedics,HOS0010
DOC2687,Put,Orthopedics,HOS0006
DOC2688,Run,Pediatrics,HOS0002
DOC2689,Glass,General Medicine,HOS0016
DOC2690,Star,Pediatrics,HOS0013
DOC2691,Physical,Oncology,HOS0006
DOC2692,Break,General Medicine,HOS0004
DOC2693,Local,Orthopedics,HOS0005
INVALID_42,Quickly,Cardiology,HOS0001
DOC2695,Everyone,Orthopedics,HOS0014
DOC2696,Reflect,Pediatrics,HOS0002
DOC2697,Determine,Oncology,HOS0008
DOC2698,Film,Orthopedics,HOS0007
DOC2699,Board,General Medicine,HOS0011
DOC2700,Third,Pediatrics,HOS0015
DOC2387,Note,Oncology,HOS0002
DOC2702,Avoid,Neurology,HOS0019
DOC2703,Financial,Cardiology,HOS0016
DOC2704,Though,Pediatrics,HOS0006
DOC2705,Stand,Orthopedics,HOS0002
DOC2706,Unit,Oncology,HOS0009
DOC2707,Table,Cardiology,HOS0004
DOC2708,Save,Pediatrics,HOS0010
DOC2709,However,Cardiology,HOS0005
DOC2710,Vote,neurology,HOS0003
DOC2711,Song,General Medicine,HOS0007
DOC2712,Affect,PEDIATRICS,HOS0004
DOC2713,So,General Medicine,HOS0008
DOC2714,Large,Pediatrics,HOS0011
DOC2715,Vote,Orthopedics,HOS0007
DOC2716,Performance,Cardiology,HOS0013
DOC2717,Seem,Oncology,HOS0020
DOC2718,Save,Cardiology,HOS0004
DOC2719,Use,ONCOLOGY,HOS0003
DOC2720,Miss,Oncology,HOS0018
DOC2721,Culture,Pediatrics,HOS0009
DOC0699,Around,Orthopedics,HOS0005
DOC2723,Field,Cardiology,HOS0019
DOC2724,Still,General Medicine,HOS0006
DOC2725,State,Orthopedics,HOS0003
DOC1056,Language,Oncology,HOS0009
DOC2727,Student,ORTHOPEDICS,HOS0016
DOC2728,Dog,Cardiology,HOS0007
INVALID_79,Might,General Medicine,HOS0001
DOC2730,Perhaps,Oncology,HOS0008
DOC2731,Which,Oncology,HOS9999
DOC2732,If,Pediatrics,HOS0004
DOC2733,Amount,Orthopedics,HOS0001
DOC2734,Dog,Neurology,HOS0012
DOC2735,Follow,PEDIATRICS,HOS9999
DOC2736,Appear,orthopedics,HOS0012
DOC2737,Director,Cardiology,HOS0014
DOC2738,Make,General Medicine,HOS0001
DOC2739,Also,Cardiology,HOS9999
DOC2740,Answer,Oncology,HOS0016
DOC2741,Number,Pediatrics,HOS0013
DOC2742,Make,Cardiology,HOS0013
DOC2743,Decade,Oncology,HOS0015
DOC2744,Head,Pediatrics,HOS0004
DOC1692,Face,General Medicine,HOS0003
INVALID_26,Resource,Cardiology,HOS0015
DOC2747,Own,Cardiology,HOS0016
DOC2748,Even,Pediatrics,HOS0006
DOC2749,Street,Cardiology,HOS0017
DOC2750,Strong,General Medicine,HOS0003
DOC2751,Brother,Orthopedics,HOS0007
DOC2752,Probably,Orthopedics,HOS0003
DOC2753,Buy,Neurology,HOS9999
DOC2754,Unit,Oncology,HOS9999
DOC2755,Sign,Neurology,HOS0003
DOC2756,Allow,PEDIATRICS,HOS0014
DOC2757,Practice,general medicine,HOS0017
DOC2758,National,Pediatrics,HOS0004
DOC2759,Will,General Medicine,HOS0002
DOC2760,Prepare,Neurology,HOS0013
DOC2761,House,Oncology,HOS0014
DOC2762,Back,General Medicine,HOS0014
DOC2763,Of,Oncology,HOS0006
DOC2764,Into,Cardiology,HOS0005
DOC2765,Truth,Orthopedics,HOS0018
DOC2766,Very,Neurology,HOS0013
DOC0307,Operation,Neurology,HOS0016
DOC2768,Six,Pediatrics,HOS0011
DOC2769,Reveal,Pediatrics,HOS0015
DOC2770,Situation,Cardiology,HOS0017
DOC2771,Man,General Medicine,HOS0001
DOC2772,Poor,Neurology,HOS0008
DOC2773,Activity,Cardiology,HOS9999
INVALID_56,Science,Pediatrics,HOS0013
DOC2775,Eye,Cardiology,HOS0015
DOC2776,News,General Medicine,HOS0014
DOC2777,Tough,Neurology,HOS0015
DOC2778,Detail,Pediatrics,HOS0010
DOC2779,Value,CARDIOLOGY,HOS0013
DOC2780,Year,GENERAL MEDICINE,HOS0010
DOC2781,Concern,General Medicine,HOS0005
DOC2782,Sound,Cardiology,HOS0010
DOC2783,Anything,Neurology,HOS0014
DOC2784,Simply,Neurology,HOS0015
DOC2785,Many,orthopedics,HOS0003
DOC2786,Attack,Cardiology,HOS0007
DOC2787,Door,Orthopedics,HOS0020
DOC2788,Huge,Oncology,HOS0009
DOC2789,Practice,General Medicine,HOS0017
DOC2790,Scientist,Orthopedics,HOS0003
DOC2791,Role,Cardiology,HOS0009
DOC2792,Hour,Oncology,HOS0008
DOC2793,Likely,Pediatrics,HOS0011
DOC2794,Interesting,Neurology,HOS0002
DOC2795,Outside,Pediatrics,HOS0002
DOC2796,Travel,Pediatrics,HOS0005
DOC2797,Box,General Medicine,HOS0008
DOC2798,House,Oncology,HOS0020
DOC2799,Wear,neurology,HOS0007
DOC2800,Bed,Orthopedics,HOS0008
DOC2801,Himself,Oncology,HOS0006
DOC2802,Discussion,cardiology,HOS0012
DOC2803,Need,Orthopedics,HOS0012
DOC2804,Politics,orthopedics,HOS0016
DOC1385,Artist,Neurology,HOS0001
DOC2806,Hundred,General Medicine,HOS0011
DOC2807,Include,General Medicine,HOS0001
DOC2808,Interest,Pediatrics,HOS0004
DOC2809,Page,General Medicine,HOS0009
DOC2810,News,Neurology,HOS0010
DOC2811,Consumer,Orthopedics,HOS0007
DOC2812,Red,Pediatrics,HOS0008
DOC2813,Street,Neurology,HOS0018
DOC2814,Staff,Pediatrics,HOS0004
DOC2815,High,Cardiology,HOS0020
DOC1485,Structure,Neurology,HOS9999
DOC2817,Particular,General Medicine,HOS0017
DOC2818,Wind,pediatrics,HOS0002
DOC2819,Cup,Pediatrics,HOS0009
DOC1779,Near,Pediatrics,HOS0003
DOC2821,Improve,Orthopedics,HOS0002
DOC2822,Social,Oncology,HOS0012
DOC2823,Space,Neurology,HOS0006
DOC2824,Military,Oncology,HOS0014
DOC2825,Investment,NEUROLOGY,HOS0002
DOC2826,Sell,General Medicine,HOS0015
DOC2827,Letter,General Medicine,HOS0015
INVALID_42,Else,Neurology,HOS9999
DOC2829,Quality,Neurology,HOS0016
DOC2830,Change,Oncology,HOS0019
DOC2831,Lay,Oncology,HOS0011
DOC2832,Area,Oncology,HOS0002
DOC2833,Industry,General Medicine,HOS0001
DOC2834,Heart,Oncology,HOS0004
DOC2835,Perhaps,Orthopedics,HOS0010
DOC2836,Range,Cardiology,HOS0001
DOC2837,North,pediatrics,HOS0010
DOC2838,Course,Oncology,HOS0012
DOC2839,Discover,Pediatrics,HOS0020
DOC2840,Special,General Medicine,HOS0014
DOC2841,Hotel,Neurology,HOS0020
DOC2842,Bit,Cardiology,HOS9999
DOC2843,Word,Orthopedics,HOS0004
DOC2844,Thing,Neurology,HOS0001
DOC2845,Us,Neurology,HOS0012
DOC2846,Food,CARDIOLOGY,HOS0006
DOC2847,Its,Neurology,HOS0007
DOC2848,Bed,Cardiology,HOS0011
DOC2849,Question,Cardiology,HOS0006
DOC2850,For,Orthopedics,HOS0017
DOC2851,Almost,Cardiology,HOS0010
DOC2325,Size,neurology,HOS0005
DOC2853,Part,Cardiology,HOS0012
DOC2854,Represent,NEUROLOGY,HOS0007
DOC2855,Decade,Pediatrics,HOS0008
DOC2856,Kitchen,Oncology,HOS0018
DOC2857,Simple,Pediatrics,HOS0012
DOC2858,As,Cardiology,HOS0001
INVALID_55,Nature,Pediatrics,HOS0002
DOC2860,Main,Pediatrics,HOS0011
DOC2861,Then,Oncology,HOS0012
DOC2862,Including,Neurology,HOS0012
DOC2863,Health,General Medicine,HOS0006
INVALID_28,Truth,Oncology,HOS0010
DOC2865,Painting,Pediatrics,HOS0005
DOC2866,Stuff,Neurology,HOS0020
DOC2867,Stock,General Medicine,HOS0010
DOC2868,Skin,Pediatrics,HOS0004
DOC2869,Almost,Pediatrics,HOS0008
DOC0611,Research,Oncology,HOS0010
DOC2871,Score,Pediatrics,HOS0011
DOC2872,National,Oncology,HOS0011
DOC2873,Debate,Neurology,HOS0001
DOC2874,Ok,pediatrics,HOS0013
DOC2875,Want,Orthopedics,HOS0003
DOC2876,Far,General Medicine,HOS0004
DOC2877,Ready,Orthopedics,HOS0004
DOC2878,Cover,Neurology,HOS0011
DOC1175,Management,neurology,HOS0019
DOC2880,Modern,General Medicine,HOS0006
DOC2881,Floor,General Medicine,HOS0011
DOC2882,Stop,Cardiology,HOS0004
DOC2883,Reach,Pediatrics,HOS0002
DOC2884,Still,Pediatrics,HOS0004
DOC2885,Development,Cardiology,HOS0010
DOC2886,Floor,Oncology,HOS0005
DOC2887,Participant,Cardiology,HOS0001
DOC2888,Purpose,Pediatrics,HOS0019
DOC2889,Above,Neurology,HOS0009
DOC2890,Require,General Medicine,HOS0002
INVALID_98,Student,Neurology,HOS0010
DOC2892,Detail,Orthopedics,HOS0010
DOC2893,Difficult,Neurology,HOS0009
DOC2894,Wonder,Cardiology,HOS0003
DOC2895,Member,Oncology,HOS0004
DOC2896,Fire,Neurology,HOS0007
DOC2897,Next,General Medicine,HOS0004
DOC2898,Effect,Neurology,HOS0013
DOC2899,Stop,Oncology,HOS0002
DOC2900,Member,Pediatrics,HOS0009
DOC2901,Any,Pediatrics,HOS9999
INVALID_64,Miss,Cardiology,HOS0011
DOC2903,Character,General Medicine,HOS0012
DOC2904,Short,cardiology,HOS0007
DOC2905,Record,cardiology,HOS0016
DOC2906,Argue,Cardiology,HOS0007
INVALID_84,Despite,Pediatrics,HOS0011
DOC2908,Sound,Oncology,HOS0016
DOC2909,Up,Cardiology,HOS0001
DOC2910,Yet,Orthopedics,HOS0015
DOC2911,Stop,Pediatrics,HOS0005
DOC2912,Imagine,General Medicine,HOS0003
DOC2913,With,ORTHOPEDICS,HOS0013
DOC2914,Buy,Cardiology,HOS0004
DOC2915,View,Cardiology,HOS0012
DOC2916,Form,Oncology,HOS0007
DOC2917,Mind,Cardiology,HOS0007
DOC2918,Page,General Medicine,HOS0004
DOC2919,Yes,Cardiology,HOS0001
DOC2920,Name,Oncology,HOS0019
DOC2921,Get,Cardiology,HOS0016
DOC2922,Where,Pediatrics,HOS0003
DOC2923,Stuff,Orthopedics,HOS0016
DOC2924,People,Orthopedics,HOS0006
DOC2925,Several,Oncology,HOS0007
DOC2926,Real,Pediatrics,HOS0017
DOC2927,Fill,Orthopedics,HOS0018
DOC2928,Film,Orthopedics,HOS0013
DOC2929,Majority,Pediatrics,HOS0011
DOC2930,Chance,Oncology,HOS0017
DOC2931,School,Neurology,HOS0004
DOC2932,Security,General Medicine,HOS0013
DOC2933,Environment,Orthopedics,HOS0009
DOC2934,Across,Cardiology,HOS9999
DOC2935,Commercial,NEUROLOGY,HOS0010
DOC2936,Return,Neurology,HOS0011
DOC0587,Eye,Orthopedics,HOS0019
DOC2938,Than,Cardiology,HOS0018
DOC2939,Senior,orthopedics,HOS0009
DOC2940,Part,General Medicine,HOS0019
DOC2941,Hot,Oncology,HOS0013
DOC2942,Like,Orthopedics,HOS0004
DOC2943,Someone,Orthopedics,HOS0002
DOC2944,Suggest,General Medicine,HOS0003
DOC2945,Which,Pediatrics,HOS0004
DOC2946,Stuff,Oncology,HOS0003
DOC2947,Public,Orthopedics,HOS0018
DOC2948,Participant,Pediatrics,HOS0009
DOC2949,President,Pediatrics,HOS0014
DOC0280,Participant,Neurology,HOS0014
DOC2951,Remain,GENERAL MEDICINE,HOS0006
DOC1050,Class,General Medicine,HOS0006
DOC2953,Guess,Oncology,HOS0017
DOC2954,Huge,Cardiology,HOS0017
DOC2955,Nature,Neurology,HOS0016
DOC2956,Food,Orthopedics,HOS0019
DOC2957,Mouth,Oncology,HOS0004
DOC2958,While,Cardiology,HOS0019
DOC2959,Idea,General Medicine,HOS0014
DOC2960,Opportunity,General Medicine,HOS0011
DOC2961,Leave,General Medicine,HOS0010
DOC2962,Exactly,Pediatrics,HOS0002
DOC2963,Establish,Oncology,HOS0009
DOC2964,Stock,Cardiology,HOS0014
DOC2965,Red,General Medicine,HOS0003
DOC2966,Result,Oncology,HOS0001
DOC2967,Feel,Pediatrics,HOS0001
DOC0004,Yes,Oncology,HOS0009
DOC0384,Citizen,Cardiology,HOS0018
DOC2970,Under,Neurology,HOS0020
DOC2971,Perhaps,General Medicine,HOS9999
DOC2972,Time,ORTHOPEDICS,HOS0003
DOC2973,Benefit,Orthopedics,HOS0011
DOC2974,As,Orthopedics,HOS0016
DOC2370,Hotel,Oncology,HOS0013
DOC2976,Writer,Orthopedics,HOS0013
DOC2977,Fund,Orthopedics,HOS0002
DOC2978,Hear,Neurology,HOS0005
DOC2979,Finally,Orthopedics,HOS0008
DOC2980,Mrs,Pediatrics,HOS0020
DOC2981,Sense,general medicine,HOS0020
DOC2982,Moment,Orthopedics,HOS0001
DOC2983,Defense,Neurology,HOS0001
DOC2984,Coach,Neurology,HOS0012
DOC2985,Lose,Pediatrics,HOS0019
DOC2986,Entire,pediatrics,HOS0006
DOC2987,Draw,Pediatrics,HOS0012
DOC2988,Thus,General Medicine,HOS0015
DOC2989,Mrs,Pediatrics,HOS0018
DOC2990,Different,Cardiology,HOS9999
DOC0529,Sit,Cardiology,HOS0004
INVALID_34,Site,Oncology,HOS0008
DOC2827,Fly,Oncology,HOS0019
DOC2994,Drive,Neurology,HOS0003
DOC2441,Model,Cardiology,HOS0008
DOC2996,Want,Neurology,HOS0018
DOC2997,Smile,General Medicine,HOS0011
DOC2998,Value,Orthopedics,HOS0011
DOC2999,Phone,Oncology,HOS0018
DOC3000,State,Pediatrics,HOS0001
DOC3001,Money,Cardiology,HOS0019
DOC3002,Reduce,CARDIOLOGY,HOS0007
DOC0299,Force,Neurology,HOS0006
DOC3004,Service,Orthopedics,HOS0020
DOC3005,Mother,ONCOLOGY,HOS0006
DOC3006,Big,Orthopedics,HOS0011
DOC3007,Specific,Neurology,HOS0006
DOC3008,For,Orthopedics,HOS0004
DOC3009,Crime,Neurology,HOS0009
DOC3010,Situation,Cardiology,HOS0001
DOC3011,Rather,Oncology,HOS0010
DOC3012,Morning,General Medicine,HOS0018
DOC3013,Specific,Cardiology,HOS0002
DOC3014,Place,Pediatrics,HOS0011
DOC3015,Executive,Cardiology,HOS0005
DOC3016,Cost,Neurology,HOS0014
DOC0768,Particularly,Oncology,HOS0010
DOC3018,Approach,Neurology,HOS0010
DOC3019,Machine,Pediatrics,HOS0003
DOC3020,Side,ONCOLOGY,HOS0019
DOC3021,Fact,Neurology,HOS0012
DOC3022,Policy,Oncology,HOS0016
DOC3023,Thought,Oncology,HOS0005
DOC3024,Actually,Orthopedics,HOS0020
DOC3025,Want,Pediatrics,HOS0006
DOC3026,Business,Pediatrics,HOS0020
DOC3027,Material,General Medicine,HOS0006
DOC3028,Movement,Pediatrics,HOS0018
DOC3029,Medical,Orthopedics,HOS0017
DOC3030,Region,Cardiology,HOS0013
INVALID_37,Add,Oncology,HOS0011
DOC3032,Tax,Orthopedics,HOS0019
DOC3033,Project,Cardiology,HOS0013
DOC3034,Court,Pediatrics,HOS0008
DOC3035,I,Cardiology,HOS0019
DOC3036,His,Orthopedics,HOS0003
DOC3037,White,Orthopedics,HOS0019
INVALID_36,Write,Neurology,HOS0005
DOC3039,Act,General Medicine,HOS0006
DOC3040,Service,Cardiology,HOS0005
DOC3041,Individual,orthopedics,HOS0010
DOC3042,Thousand,Orthopedics,HOS0013
DOC3043,Town,General Medicine,HOS0013
DOC3044,Share,Neurology,HOS0004
DOC3045,All,Neurology,HOS0011
INVALID_61,Address,General Medicine,HOS0003
DOC3047,Station,Neurology,HOS0011
DOC3048,Before,Neurology,HOS0002
DOC3049,Plan,Neurology,HOS0005
DOC3050,The,GENERAL MEDICINE,HOS0013
DOC3051,Hospital,Neurology,HOS0003
DOC3052,Truth,Pediatrics,HOS0013
DOC3053,Community,General Medicine,HOS0012
DOC3054,Radio,Oncology,HOS0013
DOC3055,Think,General Medicine,HOS0018
DOC3056,Themselves,General Medicine,HOS0013
DOC3057,Color,Pediatrics,HOS0015
DOC3058,Personal,Orthopedics,HOS0017
DOC3059,Language,General medicine,HOS9999
DOC3060,Arrive,Oncology,HOS0014
DOC3061,Best,NEUROLOGY,HOS0015
DOC3062,National,Oncology,HOS0002
DOC3063,Air,Pediatrics,HOS0019
DOC3064,Rich,Orthopedics,HOS0017
DOC3065,Radio,Oncology,HOS0001
DOC3066,Threat,Pediatrics,HOS0014
DOC3067,American,Neurology,HOS0002
DOC3068,Create,Orthopedics,HOS0018
DOC3069,Back,Neurology,HOS0009
DOC3070,Record,Orthopedics,HOS0016
DOC3071,Quite,Pediatrics,HOS0001
DOC3072,Always,Pediatrics,HOS0004
DOC3073,List,Oncology,HOS0005
DOC3074,Training,Neurology,HOS0016
DOC3075,Kitchen,Neurology,HOS0020
DOC3076,Fall,Oncology,HOS0007
DOC3077,Apply,Neurology,HOS0007
DOC3078,Out,Orthopedics,HOS0019
DOC3079,Thousand,Orthopedics,HOS0012
DOC3080,Stock,Orthopedics,HOS0003
INVALID_49,Personal,Neurology,HOS9999
DOC3082,Spring,Cardiology,HOS0009
DOC3083,Carry,Cardiology,HOS0007
DOC3084,Argue,Orthopedics,HOS0006
DOC3085,Soldier,Oncology,HOS0002
DOC3086,Security,General Medicine,HOS0003
INVALID_63,College,Orthopedics,HOS0003
DOC3088,Mouth,Cardiology,HOS0008
DOC1788,Wide,Neurology,HOS0015
DOC3090,Believe,Neurology,HOS0018
DOC3091,Not,Pediatrics,HOS0012
DOC3092,Speech,General Medicine,HOS0007
DOC3093,Item,oncology,HOS0002
DOC3094,Far,Cardiology,HOS0009
DOC3095,Image,Pediatrics,HOS0020
DOC3096,Relate,Cardiology,HOS0003
DOC3097,Family,Neurology,HOS0013
DOC3098,Around,Pediatrics,HOS0014
DOC3099,Blue,Cardiology,HOS0008
DOC3100,Believe,Pediatrics,HOS0011
DOC3101,Civil,Pediatrics,HOS0016
DOC3102,Quite,Orthopedics,HOS0017
DOC3103,Thank,General Medicine,HOS0004
DOC3104,Offer,cardiology,HOS0010
DOC3105,Key,Pediatrics,HOS0010
DOC3106,Music,Cardiology,HOS0017
DOC3107,Such,Neurology,HOS0017
DOC3108,Collection,Pediatrics,HOS0016
DOC3109,Else,Orthopedics,HOS0015
DOC3110,Training,Neurology,HOS0020
DOC3111,Stage,Pediatrics,HOS0013
DOC3112,Would,Oncology,HOS0002
DOC3113,Others,Pediatrics,HOS0013
DOC3114,Range,Cardiology,HOS0018
DOC3115,Federal,Cardiology,HOS0016
DOC3116,Debate,Oncology,HOS0005
DOC3117,Which,Oncology,HOS0019
DOC3118,Reality,Neurology,HOS0020
DOC3119,Read,Neurology,HOS0005
DOC3120,Size,Oncology,HOS0020
DOC3121,Produce,Cardiology,HOS0011
DOC3122,Hold,General Medicine,HOS0020
DOC3123,Plan,Orthopedics,HOS0013
DOC3124,Team,Pediatrics,HOS0010
DOC3125,My,Orthopedics,HOS0009
DOC1051,Social,Pediatrics,HOS0013
DOC3127,He,Cardiology,HOS0002
DOC3128,Skill,Orthopedics,HOS0002
DOC3129,Their,Pediatrics,HOS0011
DOC3130,You,oncology,HOS0009
DOC3131,Present,GENERAL MEDICINE,HOS0004
INVALID_96,Agree,Oncology,HOS0007
DOC3133,Increase,Orthopedics,HOS0003
DOC0999,Local,Oncology,HOS0001
DOC3135,Arrive,General Medicine,HOS0010
DOC3136,Development,Orthopedics,HOS0011
DOC3137,Without,Neurology,HOS0001
DOC3138,Second,Oncology,HOS0020
DOC3139,Will,Orthopedics,HOS0009
DOC3140,Chair,Oncology,HOS0001
DOC3141,Loss,cardiology,HOS0017
DOC2155,Often,Oncology,HOS0004
DOC3143,History,Neurology,HOS0005
DOC3144,Room,Oncology,HOS0002
DOC3145,Defense,Neurology,HOS0009
DOC3146,Past,Cardiology,HOS0008
DOC3147,Others,Orthopedics,HOS0020
DOC3148,Five,General Medicine,HOS0009
INVALID_29,Financial,pediatrics,HOS0007
DOC3150,Nearly,Pediatrics,HOS0007
DOC3151,Pressure,Neurology,HOS0003
DOC3152,Relationship,Pediatrics,HOS0020
DOC3153,Sister,General Medicine,HOS0013
DOC3154,Summer,General Medicine,HOS0005
DOC3155,Leader,Pediatrics,HOS0016
INVALID_70,Group,Cardiology,HOS0003
DOC3157,Money,Pediatrics,HOS0012
DOC1262,Or,Oncology,HOS0009
DOC3159,Mrs,Cardiology,HOS0003
DOC3160,His,Neurology,HOS0002
DOC3161,Term,Cardiology,HOS0020
DOC3162,Book,Neurology,HOS0013
DOC3163,Back,Orthopedics,HOS0010
INVALID_35,Or,Neurology,HOS0016
DOC3165,West,General Medicine,HOS0001
DOC3166,Different,Cardiology,HOS0002
DOC3167,Conference,Cardiology,HOS0020
DOC3168,Four,General Medicine,HOS0003
DOC3169,Field,General Medicine,HOS0004
DOC3170,Model,Neurology,HOS0001
DOC3171,Thing,Oncology,HOS0003
DOC3172,While,Neurology,HOS0002
DOC3173,Parent,Pediatrics,HOS0016
DOC2964,Stay,General Medicine,HOS0001
DOC3175,Level,Pediatrics,HOS0001
DOC0748,Fact,Oncology,HOS0017
DOC3177,Accept,Neurology,HOS0010
DOC3178,Machine,Neurology,HOS0019
DOC3179,Many,Cardiology,HOS0017
DOC3180,Best,General Medicine,HOS0016
DOC3181,Company,Neurology,HOS0009
DOC3182,Return,Orthopedics,HOS0015
DOC3183,Prepare,Pediatrics,HOS0018
DOC3184,Mission,General Medicine,HOS0014
DOC3185,Certainly,Cardiology,HOS0012
DOC3186,How,Neurology,HOS0009
DOC3187,Someone,Orthopedics,HOS9999
DOC3188,Performance,General Medicine,HOS0017
DOC3189,Far,General Medicine,HOS0010
DOC3190,Society,Oncology,HOS0011
DOC3191,Lot,Neurology,HOS0010
DOC3192,Win,Oncology,HOS0016
DOC3193,Billion,Cardiology,HOS0020
DOC3194,Short,Oncology,HOS0017
DOC0626,Effect,Orthopedics,HOS0001
DOC3196,Congress,Orthopedics,HOS0001
DOC3197,Late,Pediatrics,HOS0013
DOC3198,Left,Neurology,HOS0004
DOC3199,These,Neurology,HOS0019
DOC3200,Son,Neurology,HOS0020
INVALID_2,Process,General Medicine,HOS0020
DOC3202,Beat,Pediatrics,HOS0006
DOC3203,Around,Cardiology,HOS0004
DOC3204,Shoulder,Oncology,HOS0015
DOC2474,Surface,Neurology,HOS0013
DOC3206,Apply,Orthopedics,HOS0007
DOC3207,Himself,Pediatrics,HOS0009
DOC3208,Full,Neurology,HOS0013
DOC3209,Treatment,Oncology,HOS0020
DOC3210,Gas,Oncology,HOS0017
DOC3211,Around,Orthopedics,HOS0012
DOC3212,Wrong,General Medicine,HOS0012
DOC3213,Direction,Oncology,HOS0015
DOC3214,Political,Orthopedics,HOS0001
DOC3215,Magazine,General Medicine,HOS0015
DOC3216,Education,Orthopedics,HOS0006
DOC3217,President,Orthopedics,HOS0017
DOC3218,Out,Neurology,HOS0007
INVALID_28,Girl,Neurology,HOS0020
DOC3220,Expect,Cardiology,HOS0019
DOC3221,Less,neurology,HOS0013
DOC2889,Perform,Orthopedics,HOS0013
DOC3223,Impact,Neurology,HOS0020
DOC3224,Reveal,orthopedics,HOS0013
DOC3225,Also,Pediatrics,HOS0002
DOC3226,Show,Orthopedics,HOS0006
DOC3227,Push,Oncology,HOS0013
DOC3228,Scene,Pediatrics,HOS0015
DOC3229,Measure,Oncology,HOS0012
DOC3230,From,Neurology,HOS0015
DOC3231,Painting,Pediatrics,HOS0013
DOC3232,Away,Oncology,HOS0018
DOC3233,Way,Neurology,HOS0012
DOC3234,Approach,Neurology,HOS0010
DOC3235,Finally,Oncology,HOS0005
DOC3236,Various,Oncology,HOS0016
DOC3237,Less,Cardiology,HOS0011
DOC3238,Accept,Orthopedics,HOS0008
DOC3239,How,Neurology,HOS0010
DOC3240,The,Oncology,HOS0005
DOC3241,Store,Pediatrics,HOS9999
DOC3242,Mean,General Medicine,HOS0018
DOC3243,Else,Oncology,HOS9999
DOC3244,Term,Neurology,HOS0008
DOC3245,Amount,Pediatrics,HOS0002
DOC3246,Probably,Cardiology,HOS0006
DOC3247,Dog,General Medicine,HOS0005
DOC3248,Kind,Neurology,HOS9999
DOC3249,Although,Pediatrics,HOS0016
DOC3250,Top,Pediatrics,HOS0002
DOC3251,Fall,Oncology,HOS0006
DOC3252,Difference,General Medicine,HOS0006
DOC3253,Face,General medicine,HOS0017
DOC3254,Its,Cardiology,HOS0006
DOC3255,Miss,Cardiology,HOS9999
DOC3256,Tough,Neurology,HOS0005
DOC3257,Exactly,Neurology,HOS0015
DOC3258,Easy,Orthopedics,HOS0014
DOC3259,Change,Orthopedics,HOS0007
DOC3260,Maybe,General Medicine,HOS0001
DOC3261,Raise,Orthopedics,HOS0008
DOC3262,News,Orthopedics,HOS0006
DOC3263,Drive,General Medicine,HOS0004
INVALID_18,Section,Oncology,HOS0014
DOC3265,Move,General Medicine,HOS0005
