CustomerID,Name,Age,Gender,City,AccountType,KYCStatus,JoinDate,ExtraColumn
CUS2841,Mary Flores,63,MALE,Impact,Current,Big,08/19/2024,EXTRA_DATA
CUS2842,Joe Alvarez,79,M,Minute,Savings,Open,06/07/2023,EXTRA_DATA
CUS2843,Tamara Barber,28,Female,Never,NRI,Usually,20-07-2024,EXTRA_DATA
CUS2844,Max Carr,56,FEMALE,Establish,Fixed,Eat,05-09-2023,EXTRA_DATA
CUS2845,Amanda Rodgers,63,male,Stock,Current,Sport,02/10/2022,EXTRA_DATA
CUS2846,Emily Mclaughlin,34,F,Pull,Savings,Try,30/01/2023,EXTRA_DATA
CUS2847,Jessica Crawford,58,Other,Already,Current,Young,2023-06-05,EXTRA_DATA
CUS2848,Shannon Pierce,18,FEMALE,Part,Fixed,Direction,2023-02-09,EXTRA_DATA
CUS2849,Jennifer Marquez,77,MALE,Commercial,Fixed,Say,04-10-2023,EXTRA_DATA
CUS2850,Brian Thomas,19,M,Paper,Fixed,Company,01/26/2024,EXTRA_DATA
CUS2851,Brian Barr,72,male,Church,Savings,Trade,07-10-2024,EXTRA_DATA
CUS2852,Melody Cobb,70,M,Color,Current,Lot,05/04/2023,EXTRA_DATA
CUS2853,Julia Lopez,64,MALE,Similar,Current,Pattern,2023-06-05,EXTRA_DATA
CUS2854,Erica Montgomery,69,male,Science,Savings,Police,19-06-2022,EXTRA_DATA
CUS2855,Debra Brown,21,Male,White,Current,Role,2024-01-06,EXTRA_DATA
CUS2856,Jerry Sanchez,53,M,Person,Fixed,Perform,2024-04-18,EXTRA_DATA
CUS2857,Jenna Russell,Thirty Four,FEMALE,Standard,NRI,Task,2023-10-23,EXTRA_DATA
CUS2858,Amber Deleon,22,male,Will,Current,Republican,14/05/2024,EXTRA_DATA
CUS2859,James Terry,74,F,Answer,NRI,Free,11-03-2022,EXTRA_DATA
CUS2860,Lisa Myers,72,MALE,Quality,Current,Benefit,30/07/2022,EXTRA_DATA
CUS2861,Andrew Ortiz,22,M,Customer,Fixed,Pull,30/10/2022,EXTRA_DATA
CUS2862,Jamie Hester,63,Male,Art,Savings,Kind,2024-10-09,EXTRA_DATA
CUS2863,Cory Brady,Twenty,female,Very,Savings,Understand,09/25/2022,EXTRA_DATA
CUS2864,Karen Obrien,38,FEMALE,Or,NRI,Happen,25/04/2022,EXTRA_DATA
CUS2865,Leslie Howard,52,FEMALE,Treatment,FIXED,Relationship,10/11/2023,EXTRA_DATA
CUS2866,Rebecca Nguyen,71,male,Recognize,Current,Pm,07/03/2023,EXTRA_DATA
CUS2867,Matthew Johnson,37,Other,Job,Current,Key,20-01-2024,EXTRA_DATA
CUS2868,  Daniel Wilson  ,39,M,Away,Fixed,About,05/02/2024,EXTRA_DATA
CUS2869,Cathy Clayton,26,Other,Strategy,NRI,Power,19-08-2023,EXTRA_DATA
INVALID_4,Spencer Peterson,72,MALE,Relate,NRI,Anyone,07/29/2024,EXTRA_DATA
CUS2871,Philip Kaufman,53,m,By,Savings,Some,12-11-2022,EXTRA_DATA
CUS2872,John Farrell,45,male,Own,Current,Growth,29-09-2023,EXTRA_DATA
CUS2873,Savannah Smith,76,FEMALE,Really,savings,Start,11/23/2022,EXTRA_DATA
CUS2874,Peter Thompson,30,Female,Degree,Current,Field,2022-05-27,EXTRA_DATA
CUS2875,Kenneth Mendoza,Sixty Five,FEMALE,How,Fixed,Bit,2024-08-30,EXTRA_DATA
CUS2876,  Denise Velazquez  ,41,Male,Write,Current,Total,2023-01-23,EXTRA_DATA
CUS2877,John Obrien,26,male,Resource,NRI,Up,16/02/2023,EXTRA_DATA
CUS2878,Brittney Page,0,Other,Catch,Fixed,Also,11/09/2023,EXTRA_DATA
CUS2879,Nicole Chambers,150,M,Individual,Fixed,Director,08/19/2023,EXTRA_DATA
CUS2880,Jennifer House,59,Female,Success,Current,Make,16-01-2023,EXTRA_DATA
CUS2881,Timothy Simpson,56,Other,Room,Savings,Shoulder,2024-12-03,EXTRA_DATA
CUS2882,Brittany Williams,55,F,Special,Fixed,Evidence,02/04/2023,EXTRA_DATA
CUS2883,Amy Miller,0,MALE,Medical,Savings,Begin,2023-11-07,EXTRA_DATA
CUS2884,  Sean Luna  ,67,Male,Newspaper,Fixed,Do,16-02-2022,EXTRA_DATA
INVALID_23,Kaitlin Nelson,79,M,Manager,current,Policy,2022-01-14,EXTRA_DATA
CUS2886,Amanda Kelly,78,m,Hit,NRI,National,08-06-2024,EXTRA_DATA
CUS2887,Hannah Gonzalez,50,female,Base,Current,House,12/05/2023,EXTRA_DATA
CUS2888,  Lauren Anderson  ,63,male,Story,Fixed,World,25/07/2022,EXTRA_DATA
CUS2889,Bianca Sanders,76,male,Beat,NRI,We,12/04/2024,EXTRA_DATA
CUS2890,Andrew Richardson,30,FEMALE,When,Savings,Keep,2022-07-08,EXTRA_DATA
CUS2891,Michael Robinson,32,Male,Reduce,Current,Suffer,16-11-2022,EXTRA_DATA
CUS2892,Cheryl Aguirre,79,male,Hand,NRI,Speak,2022-07-09,EXTRA_DATA
CUS2893,Shannon Davis,31,M,Many,Fixed,Especially,10-06-2023,EXTRA_DATA
CUS2894,Carolyn Russell,46,m,Bit,Fixed,Land,2024-05-09,EXTRA_DATA
CUS2895,Mary Smith,53,m,Anyone,CURRENT,Within,04/30/2024,EXTRA_DATA
CUS2896,James Vasquez,72,male,Seven,NRI,Seem,2022-07-09,EXTRA_DATA
CUS2897,Jennifer Hall,70,Male,Oil,NRI,Letter,08/12/2023,EXTRA_DATA
CUS2898,Alan Wallace,54,male,Open,NRI,Include,01/22/2024,EXTRA_DATA
CUS2899,Robin Wyatt,35,MALE,Trip,Current,Among,08/21/2024,EXTRA_DATA
CUS2900,Deborah Ortiz,43,MALE,Miss,NRI,Law,11/23/2024,EXTRA_DATA
CUS2901,Charles Hill,30,FEMALE,Another,Savings,Expect,11-07-2023,EXTRA_DATA
CUS2902,Frank Smith,36,Other,Identify,Fixed,Serve,03/10/2022,EXTRA_DATA
CUS2903,Andrea Young,61,female,Popular,NRI,Bar,28/06/2024,EXTRA_DATA
CUS2904,Amanda Oneal,80,Female,Loss,NRI,Similar,02-02-2023,EXTRA_DATA
CUS2905,Bernard Richards,71,m,Believe,Savings,Message,02-10-2023,EXTRA_DATA
CUS2906,David Hull,47,female,Become,NRI,Like,12/15/2022,EXTRA_DATA
CUS2907,Anna Moore,76,MALE,Practice,Savings,Mrs,2023-11-12,EXTRA_DATA
CUS2908,Megan Robbins,58,Other,Second,Current,Pick,2022-12-26,EXTRA_DATA
INVALID_82,Lauren Haney,68,FEMALE,Ask,Current,Onto,30-03-2022,EXTRA_DATA
CUS2910,Brianna Jones,27,male,Ahead,Fixed,Just,05/26/2022,EXTRA_DATA
CUS2911,Alex Pierce,76,MALE,Before,Savings,Per,12/08/2023,EXTRA_DATA
CUS2912,  Ryan Vazquez  ,18,F,Section,Savings,Chance,09/20/2022,EXTRA_DATA
CUS2913,Cindy Hill,23,Other,Industry,Current,Simply,09/12/2022,EXTRA_DATA
CUS2914,William Lewis,73,female,Region,Savings,Available,04/10/2024,EXTRA_DATA
CUS2915,Evan Mclaughlin,Twenty,Female,Pick,Savings,Can,09/21/2023,EXTRA_DATA
CUS2916,Stacy Olson,33,female,Wall,Savings,Sing,05/07/2022,EXTRA_DATA
CUS2917,Michael Pena,19,m,Official,Fixed,Drop,11/10/2024,EXTRA_DATA
CUS2918,Karen Harris,39,FEMALE,Clearly,Savings,Phone,10/05/2024,EXTRA_DATA
CUS2919,Aaron Mendoza,Thirty Four,MALE,Song,NRI,Position,2022-07-17,EXTRA_DATA
CUS2920,Brianna Bowman,44,male,Strategy,Current,Sense,10/09/2023,EXTRA_DATA
CUS2921,  Katherine Hayes  ,33,FEMALE,Ok,Savings,Election,2024-06-14,EXTRA_DATA
CUS2922,Amanda Black,54,F,Bar,Savings,Sort,2022-10-21,EXTRA_DATA
CUS2923,Jonathan Kane,20,Male,Door,Savings,Allow,02/21/2022,EXTRA_DATA
CUS2924,George Garcia,21,Male,Student,Current,Network,06/15/2024,EXTRA_DATA
CUS2925,  Stacy Fuller  ,68,Male,Defense,Fixed,Rise,30/06/2024,EXTRA_DATA
CUS2926,Margaret Hickman,39,FEMALE,Page,Savings,Program,03/04/2023,EXTRA_DATA
CUS2927,  Crystal Scott  ,33,m,Even,NRI,Fill,30-10-2024,EXTRA_DATA
CUS2928,Claudia Lee,55,Female,Draw,Fixed,Include,2022-05-27,EXTRA_DATA
CUS2929,Amy Hall,Twenty,Other,Edge,Current,Fill,15-10-2024,EXTRA_DATA
CUS2930,Monica Weaver,60,male,Will,CURRENT,Nor,21-12-2024,EXTRA_DATA
CUS2931,Randy Adams,21,female,Cup,Savings,Manage,2022-07-04,EXTRA_DATA
CUS2932,Zachary Jenkins,36,Male,Letter,NRI,Stop,04-06-2022,EXTRA_DATA
CUS2933,Cassie King,21,m,Matter,Current,Interview,12/16/2022,EXTRA_DATA
CUS2934,Jermaine Owens,33,m,Answer,NRI,Prevent,08/01/2023,EXTRA_DATA
CUS2935,Joseph Carlson,49,m,Improve,Current,Close,05/03/2023,EXTRA_DATA
CUS2936,  Joseph Nunez  ,21,MALE,Right,NRI,Buy,02/08/2024,EXTRA_DATA
CUS0349,Margaret Kelly,45,Other,Travel,NRI,Interest,17-11-2023,EXTRA_DATA
CUS2938,Linda Robinson,60,Male,Catch,savings,Run,07/02/2024,EXTRA_DATA
CUS2939,Lisa Romero,77,Other,Thousand,NRI,Foreign,01/18/2024,EXTRA_DATA
CUS2940,  Anthony Black  ,18,MALE,Government,NRI,Imagine,2024-05-28,EXTRA_DATA
CUS2941,  Andrea Baird  ,58,male,Break,NRI,Company,29-08-2024,EXTRA_DATA
CUS2942,April Solis,76,M,Morning,nri,Full,30/09/2023,EXTRA_DATA
CUS2943,Allen Crawford,73,m,Area,Savings,Magazine,2023-02-16,EXTRA_DATA
CUS2944,Stephanie Newman,70,F,Beyond,Current,Sometimes,04/10/2022,EXTRA_DATA
CUS2945,  Dawn Franco  ,25,M,Build,NRI,Staff,25/08/2024,EXTRA_DATA
CUS2946,Jason Mcbride,74,M,As,Fixed,Year,28-03-2024,EXTRA_DATA
CUS2947,Julie Dickson,59,Female,Huge,Current,That,11/11/2024,EXTRA_DATA
CUS2948,Robert James,20,F,Recent,NRI,Hear,02/25/2022,EXTRA_DATA
CUS2949,  Ashley Valencia  ,67,m,Body,Fixed,Type,05/01/2022,EXTRA_DATA
CUS2950,Edward Dixon,Twenty,M,Trade,Fixed,Travel,04-01-2023,EXTRA_DATA
CUS2951,Victoria Anderson,21,m,Hot,NRI,Give,21-09-2024,EXTRA_DATA
CUS2952,Kelsey Perez,51,male,Matter,Fixed,Side,2024-10-13,EXTRA_DATA
CUS1901,Charles Mayo,41,F,Especially,Fixed,Test,28-05-2022,EXTRA_DATA
CUS2954,Lori Jenkins,18,Other,Spend,Savings,Customer,09/02/2024,EXTRA_DATA
CUS2955,  Holly Davidson  ,63,MALE,Require,Current,Cover,27-09-2023,EXTRA_DATA
CUS2956,Sonya Woodward,41,Female,Stock,Current,Else,20/11/2023,EXTRA_DATA
CUS2957,Jeffery Bowers,31,male,Tonight,NRI,Wife,01/27/2022,EXTRA_DATA
CUS2958,Amy Bell,46,m,Improve,Fixed,Role,23-10-2023,EXTRA_DATA
CUS2959,Tyler Little,70,MALE,Interesting,Fixed,Cup,02/14/2022,EXTRA_DATA
CUS2960,Samantha Spence,50,FEMALE,Successful,NRI,Agency,05/10/2024,EXTRA_DATA
CUS2961,Mallory Moore,24,Female,Huge,Fixed,Eat,2022-04-07,EXTRA_DATA
CUS2962,Rachael Kelley,24,Other,Back,Savings,End,2023-08-27,EXTRA_DATA
CUS2963,Rebekah Collins,65,FEMALE,Rich,Current,Media,25/04/2022,EXTRA_DATA
CUS2964,Ashley Thomas,74,MALE,Tend,NRI,Back,13-10-2024,EXTRA_DATA
CUS2965,  Michael Romero  ,34,m,Trouble,Fixed,Turn,09/24/2024,EXTRA_DATA
CUS2966,Thomas Carrillo,53,female,Rather,NRI,Eight,2023-04-16,EXTRA_DATA
CUS2967,Amy Soto,150,Male,Capital,NRI,Traditional,05-02-2024,EXTRA_DATA
CUS2968,William Atkins,34,Female,Yet,Current,Official,2022-06-25,EXTRA_DATA
CUS2969,Brenda Berg,44,Male,Help,NRI,Keep,08/16/2023,EXTRA_DATA
CUS2970,Daniel Nguyen,27,Other,Financial,Fixed,Trip,17-07-2022,EXTRA_DATA
CUS2971,  Omar Hubbard  ,62,m,Room,Current,Against,13/05/2022,EXTRA_DATA
CUS2972,  Russell Morse  ,55,m,Church,Fixed,Appear,05-02-2023,EXTRA_DATA
CUS2930,  Abigail Kennedy  ,29,FEMALE,Share,NRI,Any,2022-12-05,EXTRA_DATA
CUS2974,Melissa Brown,80,M,Power,savings,Pull,21/01/2023,EXTRA_DATA
CUS2975,Steven Ortiz,-5,FEMALE,Her,Fixed,Whom,2024-09-29,EXTRA_DATA
CUS2976,Richard Foley,30,m,Yard,NRI,Quality,03/09/2023,EXTRA_DATA
CUS2977,Jeremiah Le,24,MALE,Pretty,NRI,Guy,12/12/2023,EXTRA_DATA
CUS2978,Lee Cameron,58,Female,Politics,Savings,Son,07/07/2023,EXTRA_DATA
CUS2979,Tyler Golden,72,Male,Theory,Current,Majority,02/02/2024,EXTRA_DATA
CUS2980,Roger Miller,47,female,Share,Fixed,Only,2022-05-13,EXTRA_DATA
CUS2981,Julie Marshall,69,female,Suffer,NRI,Where,08/17/2022,EXTRA_DATA
CUS2982,Julia Rogers,Twenty,Female,Thousand,Savings,Can,04/29/2023,EXTRA_DATA
CUS2983,Samuel Mcpherson,25,M,Collection,Current,Son,2023-08-05,EXTRA_DATA
CUS2984,Douglas Green,70,male,Ground,Fixed,Stop,28-10-2023,EXTRA_DATA
CUS2985,Valerie Brown,41,female,First,Current,Local,30/03/2024,EXTRA_DATA
CUS2986,Danny Campbell,28,F,According,NRI,Anything,08/09/2023,EXTRA_DATA
CUS0024,Timothy Mckenzie,23,Female,Enter,NRI,Out,2022-10-14,EXTRA_DATA
CUS2988,Connie Wilson,30,FEMALE,Since,Current,Item,11/02/2022,EXTRA_DATA
CUS2989,Stacy Garcia,45,m,Let,Fixed,Thousand,10/02/2022,EXTRA_DATA
CUS2990,  Deanna Burton  ,27,FEMALE,Kid,NRI,Technology,2022-09-14,EXTRA_DATA
CUS2991,Allen Lee,0,FEMALE,May,FIXED,Possible,22-07-2022,EXTRA_DATA
CUS1620,April Mcbride,19,male,Resource,NRI,Certainly,23/12/2023,EXTRA_DATA
CUS2993,Cole Fox,74,Female,General,Current,Prepare,20/10/2023,EXTRA_DATA
CUS2994,  Michael Richard  ,52,F,Any,Current,Theory,02-04-2023,EXTRA_DATA
CUS2995,John Reed,26,MALE,Some,Savings,Successful,25-04-2024,EXTRA_DATA
CUS2996,  Amanda Snow  ,70,m,Report,Savings,Pretty,23/08/2022,EXTRA_DATA
CUS2997,Shawn Reid,70,Female,Consumer,NRI,Face,12/05/2022,EXTRA_DATA
CUS2998,Mackenzie Warner,64,male,Television,Fixed,Build,01/31/2024,EXTRA_DATA
CUS2999,Julie Terrell,69,M,Ask,Savings,Air,05/16/2023,EXTRA_DATA
CUS3000,Cynthia Thomas,27,m,Doctor,NRI,Admit,28-12-2023,EXTRA_DATA
CUS3001,Paul Davis,45,Other,If,Savings,Home,09/21/2023,EXTRA_DATA
CUS3002,  Andrea Elliott  ,66,Female,Wall,Current,Away,12/03/2022,EXTRA_DATA
CUS3003,  Brandon Gonzalez  ,19,M,Business,nri,Early,15/06/2022,EXTRA_DATA
CUS3004,Joshua Adams,35,female,Tax,Current,Question,07/01/2024,EXTRA_DATA
INVALID_82,Mary Nelson,42,Other,Win,NRI,Top,30/08/2024,EXTRA_DATA
CUS3006,Lisa Watson,44,m,History,Fixed,Consumer,27-08-2022,EXTRA_DATA
CUS3007,Jacob Garcia,25,Male,Southern,NRI,Everyone,07-11-2022,EXTRA_DATA
CUS3008,Matthew Mann,25,m,Painting,NRI,Front,2022-06-26,EXTRA_DATA
CUS3009,Wendy Gibson,54,male,Beautiful,Current,Determine,2022-09-21,EXTRA_DATA
CUS3010,Samantha Arnold,51,MALE,They,current,Whom,30/06/2022,EXTRA_DATA
CUS3011,Raymond Thompson,79,male,Phone,NRI,Late,2022-09-20,EXTRA_DATA
CUS3012,Nicholas James,48,Other,Show,Savings,Truth,01/12/2023,EXTRA_DATA
CUS3013,Sean Morris,25,MALE,Else,Fixed,Nation,04/01/2024,EXTRA_DATA
CUS3014,Christopher Mendez,32,MALE,Almost,Fixed,Near,21-11-2022,EXTRA_DATA
CUS3015,Peter Garner,59,m,Education,Savings,Peace,2022-09-08,EXTRA_DATA
CUS3016,Ronald Moyer,72,MALE,Art,Fixed,May,15/10/2023,EXTRA_DATA
CUS3017,Nicole Wright,69,M,Fear,Savings,Meeting,17-02-2022,EXTRA_DATA
CUS3018,James Johnson,80,m,Buy,Current,Leader,07/12/2024,EXTRA_DATA
CUS3019,Matthew Patrick,79,female,Anything,Current,Truth,27-12-2023,EXTRA_DATA
CUS3020,Jeremy Henry,51,m,National,Savings,Instead,10/30/2024,EXTRA_DATA
CUS3021,Angela Galloway,70,MALE,Tend,Current,Discussion,08/02/2024,EXTRA_DATA
CUS3022,  Frank Massey  ,52,m,What,NRI,Former,29/01/2024,EXTRA_DATA
CUS3023,  John Mccann  ,70,FEMALE,Hour,NRI,Road,08/13/2024,EXTRA_DATA
CUS3024,Kathleen Navarro,Thirty Four,M,Church,Current,Tend,03/13/2023,EXTRA_DATA
CUS3025,Brandon Shaw,54,MALE,Might,Fixed,Now,01/09/2024,EXTRA_DATA
CUS3026,  Nicole Young  ,41,M,Fill,Savings,Develop,02/18/2022,EXTRA_DATA
CUS3027,Yolanda Villa,49,female,Hand,Fixed,Whatever,26-10-2022,EXTRA_DATA
CUS3028,Michelle Williams,23,female,Executive,Savings,Let,12/12/2024,EXTRA_DATA
CUS3029,Katherine Bishop,80,MALE,Job,Current,Worry,05-07-2022,EXTRA_DATA
CUS0154,Jeremy Holland,61,Male,Person,NRI,Stop,2022-04-22,EXTRA_DATA
CUS3031,Nathaniel Cruz,65,Male,Consider,Savings,Process,22/02/2024,EXTRA_DATA
CUS3032,Michelle Downs,48,F,Else,Current,Per,2024-01-09,EXTRA_DATA
CUS3033,Michael Jones,Sixty Five,M,Still,Fixed,Society,08/14/2022,EXTRA_DATA
CUS3034,Christopher Potts,65,Other,Start,Nri,Tax,2023-11-04,EXTRA_DATA
CUS3035,Robert French,26,Other,Collection,Nri,Full,31/03/2024,EXTRA_DATA
CUS3036,Joann Mcclure,44,male,Parent,FIXED,Easy,2024-03-22,EXTRA_DATA
CUS3037,Dawn Mckinney,60,Other,Marriage,Fixed,Ahead,07-10-2024,EXTRA_DATA
CUS3038,Dylan Valenzuela,80,M,Reality,NRI,Also,25-05-2022,EXTRA_DATA
CUS3039,Lisa Nichols,0,F,Write,Current,Recently,02/03/2023,EXTRA_DATA
CUS3040,Kristy Hampton,78,m,Common,Current,Quickly,02/02/2023,EXTRA_DATA
CUS3041,Daniel Turner,37,m,Glass,Fixed,Wrong,2024-11-20,EXTRA_DATA
CUS3042,  Alicia Lutz  ,18,FEMALE,Take,Savings,You,07/26/2023,EXTRA_DATA
CUS3043,David Ferguson,44,m,Plant,NRI,Movie,05-10-2024,EXTRA_DATA
CUS3044,  Barbara Williams  ,26,Female,Treatment,NRI,Hear,20/06/2024,EXTRA_DATA
CUS3045,Rebecca Hernandez,19,male,Reduce,NRI,Nature,02/08/2022,EXTRA_DATA
CUS1969,David Powell,79,MALE,Human,Savings,Personal,11-02-2023,EXTRA_DATA
CUS3047,Brittany Nelson,74,F,Third,Current,Enter,11/06/2024,EXTRA_DATA
INVALID_7,Julie Haynes,35,FEMALE,Local,NRI,Like,12/08/2023,EXTRA_DATA
CUS2403,Evan West,50,F,Total,Fixed,Live,06/11/2023,EXTRA_DATA
CUS3050,Jennifer Sweeney,28,female,Church,NRI,Expect,2022-07-13,EXTRA_DATA
CUS3051,Jocelyn Carroll,78,F,Call,Fixed,Class,02-04-2022,EXTRA_DATA
CUS3052,Dwayne Henderson,64,female,Again,Current,Major,11/15/2022,EXTRA_DATA
CUS3053,John Cohen,25,Female,Hard,NRI,Capital,04-02-2023,EXTRA_DATA
CUS3054,Teresa Bailey,74,M,If,NRI,Together,2024-02-17,EXTRA_DATA
CUS3055,  Margaret Henderson  ,54,Male,Land,NRI,Rather,17/10/2024,EXTRA_DATA
CUS3056,Andrea Smith,48,male,Market,Current,Almost,16/05/2022,EXTRA_DATA
CUS3057,Jason Graves,Thirty Four,female,Ever,NRI,Time,08-03-2024,EXTRA_DATA
CUS3058,Melissa Reynolds,33,Male,Safe,Savings,Enter,22/09/2023,EXTRA_DATA
CUS2378,Scott Best,21,Female,Dog,Fixed,Vote,08/05/2024,EXTRA_DATA
CUS3060,Phillip Melton,35,male,Push,Fixed,Travel,25/09/2024,EXTRA_DATA
CUS3061,Charles Williams,70,female,Born,Savings,Second,28-01-2024,EXTRA_DATA
CUS3062,Michael Harmon,24,FEMALE,With,Savings,Environmental,14/02/2024,EXTRA_DATA
CUS3063,  Regina Espinoza  ,70,Other,Sense,Current,Several,09-03-2024,EXTRA_DATA
CUS3064,  Elizabeth Munoz  ,31,female,Political,Savings,Might,14-12-2022,EXTRA_DATA
CUS3065,Allison Cook,21,male,Employee,Savings,Leg,2022-11-07,EXTRA_DATA
CUS3066,Joseph Trujillo,80,Female,Traditional,Savings,Order,10-03-2022,EXTRA_DATA
CUS3067,Alexandria Sanders,37,Female,Adult,Current,Particular,19/11/2023,EXTRA_DATA
CUS3068,Amber West,75,FEMALE,Future,FIXED,Billion,08/11/2024,EXTRA_DATA
CUS3069,Larry Williams,36,MALE,Economic,NRI,Traditional,05-05-2023,EXTRA_DATA
CUS3070,Mark Robertson,25,Male,Wrong,NRI,Foot,19/04/2024,EXTRA_DATA
CUS3071,  Jennifer Kelly  ,64,Female,Do,Fixed,Sense,07-09-2022,EXTRA_DATA
CUS3072,  David Schmitt  ,61,Female,Standard,Fixed,Degree,08/21/2023,EXTRA_DATA
CUS3073,Jesse Ferguson,19,MALE,Election,Current,Stuff,29/03/2022,EXTRA_DATA
CUS3074,Michael Wilson,40,F,Small,Savings,Medical,2023-07-25,EXTRA_DATA
CUS0623,Michael Clark,55,MALE,Key,Current,Without,16-05-2024,EXTRA_DATA
CUS3076,Brenda Blevins,33,MALE,Nearly,Savings,Significant,01/07/2022,EXTRA_DATA
CUS3077,Matthew Wallace,Thirty Four,F,Race,NRI,Protect,03/03/2022,EXTRA_DATA
CUS3078,  Kevin Holmes  ,41,female,Difference,NRI,Federal,02/13/2023,EXTRA_DATA
CUS3079,Russell Vega,42,MALE,This,Current,Garden,20-09-2022,EXTRA_DATA
CUS3080,Elizabeth Kaiser,Thirty Four,F,Western,Fixed,Idea,08/06/2022,EXTRA_DATA
CUS3081,Janet Pratt,80,m,Move,Savings,National,07/24/2022,EXTRA_DATA
CUS3082,Veronica Garcia,72,F,Know,NRI,Fill,24/06/2022,EXTRA_DATA
CUS3083,Angela Thomas,41,Other,Second,Fixed,Former,2024-02-16,EXTRA_DATA
CUS3084,Heather Willis,79,MALE,Low,NRI,Boy,17/09/2023,EXTRA_DATA
CUS3085,Yvonne Warren,48,Male,Truth,Fixed,Collection,03/05/2024,EXTRA_DATA
CUS3086,Carrie Koch,41,MALE,Book,NRI,Turn,03-03-2022,EXTRA_DATA
CUS3087,  Christina Lambert  ,31,F,Hard,Fixed,Cut,2023-04-20,EXTRA_DATA
CUS3088,Katherine Montgomery,51,Female,Blue,Current,Partner,06/29/2024,EXTRA_DATA
CUS3089,Kevin Bishop,57,F,Together,Current,Source,2022-03-30,EXTRA_DATA
CUS3090,Julie Guerra,77,Female,Town,Savings,Although,20/05/2022,EXTRA_DATA
CUS3091,Erin Brown,58,M,Must,Savings,Less,05/25/2023,EXTRA_DATA
CUS3092,Anthony Reed,79,M,Program,Fixed,She,08/31/2024,EXTRA_DATA
CUS3093,Anthony Tapia,55,Male,Exactly,Current,New,25/08/2022,EXTRA_DATA
CUS3094,Michael Ali,40,M,Drive,NRI,Actually,12/16/2022,EXTRA_DATA
CUS3095,Stephen White,24,Other,Half,Fixed,Director,12/11/2023,EXTRA_DATA
CUS3096,Trevor Kelly,23,M,Establish,Current,Item,2023-07-05,EXTRA_DATA
CUS3097,  Jamie Simmons  ,70,m,Able,Current,Kind,2024-04-22,EXTRA_DATA
CUS3098,Erika Chambers,31,F,Lay,NRI,Total,2023-04-08,EXTRA_DATA
CUS3099,Stephanie Miller,18,female,Oil,NRI,Manage,2023-03-02,EXTRA_DATA
CUS3100,Rhonda Tucker,59,m,Certainly,Fixed,Analysis,08-07-2022,EXTRA_DATA
CUS3101,Luke White,71,Other,Floor,Current,Recent,22/10/2023,EXTRA_DATA
CUS3102,Jessica Salazar,39,Female,Central,NRI,Machine,04/25/2022,EXTRA_DATA
CUS3103,  Deanna Nunez  ,29,M,Exist,Current,Stop,07/30/2023,EXTRA_DATA
CUS3104,Chad Reed,25,M,Do,Savings,Answer,25-03-2023,EXTRA_DATA
CUS3105,Amy Campbell,61,FEMALE,Lose,NRI,System,2022-08-23,EXTRA_DATA
CUS3106,Anthony Hernandez,29,Other,Concern,Fixed,Direction,2023-11-23,EXTRA_DATA
CUS3107,Jerry Harvey,26,Other,Country,Savings,Data,09/23/2022,EXTRA_DATA
CUS3108,James Anderson,67,Male,Visit,NRI,People,25/06/2023,EXTRA_DATA
CUS3109,Erin Kelley,18,female,Set,NRI,Attention,2022-11-02,EXTRA_DATA
CUS3110,Victoria Moody,61,MALE,Foreign,savings,Customer,13/07/2023,EXTRA_DATA
CUS3111,Michael Smith,Thirty Four,Other,Executive,Current,Nothing,14/05/2022,EXTRA_DATA
CUS3112,Samantha Williams,41,Male,What,Fixed,Laugh,08/11/2024,EXTRA_DATA
CUS3113,Sean Smith,42,MALE,Forward,Current,Explain,2024-07-29,EXTRA_DATA
CUS3114,Sandra Williams,55,Female,Company,current,Follow,02-06-2024,EXTRA_DATA
CUS3115,Cody Williams,58,Male,Near,NRI,Under,22-02-2023,EXTRA_DATA
CUS3116,Sandra Boyd,68,Female,Second,Current,Above,12-04-2022,EXTRA_DATA
CUS1749,Sherry Smith,61,FEMALE,Unit,Current,Mrs,21/05/2024,EXTRA_DATA
CUS3118,James Henderson,56,MALE,Event,Fixed,Democrat,19/06/2023,EXTRA_DATA
CUS3119,  Nicholas Jordan  ,67,male,Eye,Savings,Deal,11-06-2023,EXTRA_DATA
CUS3120,Andrea Wood,64,M,Majority,Savings,Another,2024-05-20,EXTRA_DATA
CUS3121,Heather Brooks,53,Male,Own,NRI,Level,01/30/2023,EXTRA_DATA
CUS3122,Connor Castro,20,MALE,Can,Fixed,Chance,2024-10-31,EXTRA_DATA
CUS3123,  Stephen Kirby  ,72,Other,World,Fixed,Environment,25/10/2023,EXTRA_DATA
CUS3124,Robert Grant,34,Other,Capital,Savings,About,27/08/2024,EXTRA_DATA
CUS3125,John Miller,41,M,Cell,current,College,2024-12-08,EXTRA_DATA
CUS3126,Jacqueline Thomas,46,Female,Old,Savings,Strong,01/01/2022,EXTRA_DATA
CUS3127,  Laura Ross  ,65,Male,Last,fixed,Recognize,2023-10-16,EXTRA_DATA
CUS3128,Zoe Little,Thirty Four,FEMALE,Billion,Fixed,Would,2022-05-15,EXTRA_DATA
CUS3129,Karen Jones,77,MALE,Nor,Fixed,Probably,17/10/2023,EXTRA_DATA
CUS3130,David Curry,77,M,Guess,SAVINGS,Total,13-11-2022,EXTRA_DATA
