StudentID,Name,Age,Gender,EnrollmentDate,CourseID,HospitalID,Status,ExtraColumn
STU2692,Samantha Cooper,62,m,2023-10-23,COU0010,HOS0006,Dropped,EXTRA_DATA
STU2693,John Patterson,21,Male,2022-04-07,COU0005,HOS0013,Dropped,EXTRA_DATA
STU2694,Elizabeth Hutchinson,63,male,22/02/2024,COU0004,HOS0013,Active,EXTRA_DATA
INVALID_10,David Burke,43,MALE,28/01/2022,COU0014,HOS0001,Dropped,EXTRA_DATA
STU2696,Edward Jarvis,68,m,04-06-2023,COU0017,HOS0008,Graduated,EXTRA_DATA
STU2697,Richard Cunningham,74,F,01/15/2024,COU0017,HOS0017,Active,EXTRA_DATA
STU2698,Phillip Lewis,35,F,2022-07-22,COU0012,HOS0008,Active,EXTRA_DATA
STU2699,  Kristy Sanchez  ,63,FEMALE,04/17/2023,COU0003,HOS0011,Suspended,EXTRA_DATA
STU2700,Joshua Moore,58,FEMALE,27-01-2022,COU0004,HOS0015,Active,EXTRA_DATA
STU2701,Andrew Castro,20,M,08/29/2022,COU0007,HOS0011,Suspended,EXTRA_DATA
STU2702,Rhonda Thornton,47,F,05/25/2023,COU0006,HOS0012,Graduated,EXTRA_DATA
STU2703,Jason Rodriguez,37,Other,15/07/2023,COU0007,HOS0005,Active,EXTRA_DATA
STU2704,  Katherine Johnston  ,73,m,14/03/2023,COU0014,HOS0003,Dropped,EXTRA_DATA
STU2705,Samantha Butler,51,Other,04/21/2022,COU0007,HOS0009,Graduated,EXTRA_DATA
STU2706,Jaime Taylor,47,MALE,04-06-2022,COU0018,HOS0018,Dropped,EXTRA_DATA
STU2707,Morgan Miller,39,F,2023-12-18,COU0003,HOS0019,Suspended,EXTRA_DATA
STU2708,Brandy Gibson,53,m,15/06/2023,COU0018,HOS0003,Suspended,EXTRA_DATA
STU2709,Jessica Mejia,61,m,16-03-2024,COU0013,HOS0018,Active,EXTRA_DATA
STU2710,Monica Young,34,FEMALE,2023-02-01,COU0004,HOS0010,Graduated,EXTRA_DATA
STU2711,Scott Bailey,29,male,10-12-2023,COU0020,HOS0005,Dropped,EXTRA_DATA
STU2712,Amanda Brown,71,M,14-10-2023,COU0013,HOS0009,Suspended,EXTRA_DATA
STU2713,Jennifer Hopkins,37,MALE,12/12/2023,COU0005,HOS0006,Graduated,EXTRA_DATA
STU2714,Thomas Ortega,24,male,29/08/2022,COU0006,HOS0014,Dropped,EXTRA_DATA
STU2715,Hunter Peterson,77,m,03-10-2023,COU0020,HOS0001,Graduated,EXTRA_DATA
STU2716,James Haynes,58,MALE,26-06-2022,COU0006,HOS0001,SUSPENDED,EXTRA_DATA
STU2717,Devin Giles,35,female,2024-05-22,COU0011,HOS0018,Graduated,EXTRA_DATA
STU2718,Nathan Thompson,74,Female,24-05-2023,COU0020,HOS0006,Dropped,EXTRA_DATA
STU2719,Mario Deleon,Twenty,FEMALE,2022-08-20,COU0013,HOS9999,Suspended,EXTRA_DATA
STU2720,Darren Lee,74,F,24/05/2024,COU0008,HOS0018,Graduated,EXTRA_DATA
STU2721,  Clayton Taylor  ,77,FEMALE,2023-02-10,COU0014,HOS0001,Graduated,EXTRA_DATA
STU2722,Alyssa Howard,69,Female,2022-03-16,COU0017,HOS0009,Suspended,EXTRA_DATA
STU2723,Marcus Fisher,67,female,2024-07-20,COU0010,HOS0020,Active,EXTRA_DATA
INVALID_91,Mariah Whitehead,18,F,09/11/2022,COU0003,HOS9999,Active,EXTRA_DATA
STU2725,Melissa Jenkins,Twenty,FEMALE,2023-06-24,COU0005,HOS0007,Active,EXTRA_DATA
STU2726,Philip Lee,63,MALE,2022-08-18,COU0008,HOS0019,Dropped,EXTRA_DATA
STU2727,Maria Harris,79,male,05/06/2024,COU0002,HOS0006,dropped,EXTRA_DATA
STU2728,Randy Garcia,0,female,2022-03-22,COU0018,HOS0011,Active,EXTRA_DATA
STU2729,Robert Jones,62,m,15/05/2024,COU0013,HOS0002,Suspended,EXTRA_DATA
STU2730,Lori Hansen,71,F,17/01/2024,COU0011,HOS0003,Suspended,EXTRA_DATA
STU2731,Terrence Conway,67,male,06-03-2023,COU0006,HOS0006,Graduated,EXTRA_DATA
STU2732,Paul Farmer,57,Female,01-08-2024,COU0006,HOS0009,Graduated,EXTRA_DATA
STU2733,Marcus Lee,34,F,11/09/2023,COU0003,HOS0008,Graduated,EXTRA_DATA
STU2734,  Brian Hill  ,79,Other,26-07-2022,COU0018,HOS0004,Dropped,EXTRA_DATA
STU2735,  Eduardo Lopez  ,75,FEMALE,13/11/2023,COU0014,HOS0002,Suspended,EXTRA_DATA
STU2736,Melody Reed,37,male,06/08/2024,COU9999,HOS0001,Active,EXTRA_DATA
STU2737,Amanda Johnston,150,FEMALE,19-01-2024,COU0011,HOS0004,Dropped,EXTRA_DATA
STU2738,Samuel Thompson,55,Other,09/05/2024,COU0006,HOS0010,Dropped,EXTRA_DATA
STU2739,Robert Doyle,49,FEMALE,25-09-2022,COU0015,HOS0019,Graduated,EXTRA_DATA
STU2740,Jason Hess,25,male,07/11/2024,COU0015,HOS0004,Graduated,EXTRA_DATA
STU2741,Kerry Carter,54,Male,19/03/2022,COU0014,HOS0004,Active,EXTRA_DATA
STU2742,Brandon Brooks,43,Male,10/19/2022,COU0009,HOS0018,Active,EXTRA_DATA
STU2743,Joy Moreno,-5,M,2023-07-28,COU0003,HOS0006,Active,EXTRA_DATA
STU2744,Jon Grant,Sixty Five,M,07/12/2024,COU0007,HOS0014,SUSPENDED,EXTRA_DATA
STU2745,Francisco Williams,76,FEMALE,20/03/2024,COU0007,HOS0001,Graduated,EXTRA_DATA
STU2746,  John Everett  ,27,m,02/24/2022,COU9999,HOS0016,Suspended,EXTRA_DATA
INVALID_88,James Rivera,67,M,24/02/2023,COU0004,HOS0006,Active,EXTRA_DATA
STU2748,Sandra Bradshaw,28,Male,2023-12-20,COU0010,HOS0012,Active,EXTRA_DATA
STU2749,Katie Garner,53,female,04/13/2022,COU0001,HOS0007,Suspended,EXTRA_DATA
STU2750,James Chen,59,MALE,09/04/2023,COU0009,HOS0016,Graduated,EXTRA_DATA
STU2751,Deanna Young,37,Male,05/04/2022,COU9999,HOS0005,Active,EXTRA_DATA
STU2752,Laurie Carey,27,m,2023-06-26,COU0004,HOS0003,Suspended,EXTRA_DATA
STU2753,Betty Meyer,24,Female,20/03/2022,COU0018,HOS0018,Suspended,EXTRA_DATA
STU2754,Bobby Smith,36,MALE,2024-10-15,COU0015,HOS0015,Dropped,EXTRA_DATA
STU2755,Bradley Strong,75,male,04/18/2024,COU0017,HOS0014,ACTIVE,EXTRA_DATA
STU2756,Tammy Coleman,75,Other,02/02/2023,COU0014,HOS0016,Active,EXTRA_DATA
STU2757,Marie Taylor,51,MALE,01-07-2022,COU0020,HOS0017,Suspended,EXTRA_DATA
STU2758,William Gamble,24,m,02/03/2022,COU0010,HOS0006,Graduated,EXTRA_DATA
STU2759,Elizabeth Simmons,59,MALE,12/02/2023,COU0009,HOS0020,Active,EXTRA_DATA
STU2760,Matthew Thomas,72,Male,03/12/2023,COU0018,HOS0007,Suspended,EXTRA_DATA
STU2761,Alexander Stephenson,46,F,04-07-2024,COU0014,HOS0020,Dropped,EXTRA_DATA
STU2762,  Jennifer Garcia  ,64,m,2024-04-23,COU0017,HOS0010,Active,EXTRA_DATA
STU2763,Louis Phillips,23,female,13-03-2023,COU0017,HOS0010,Active,EXTRA_DATA
STU2764,  Heidi Stevenson  ,75,F,12/08/2022,COU0012,HOS0013,Suspended,EXTRA_DATA
STU2765,Kathy Lindsey,21,m,12/02/2024,COU0010,HOS0001,Graduated,EXTRA_DATA
STU2766,Matthew Douglas,26,F,2023-05-15,COU0003,HOS0008,SUSPENDED,EXTRA_DATA
INVALID_49,Jessica Guerra,60,male,08/05/2022,COU0008,HOS0017,Dropped,EXTRA_DATA
STU2768,Erik Butler,72,MALE,2023-10-29,COU0018,HOS0005,Suspended,EXTRA_DATA
STU2769,Robert Campos,35,male,2022-01-30,COU0002,HOS9999,Dropped,EXTRA_DATA
STU2770,Brent Edwards,40,MALE,06/19/2024,COU0007,HOS0008,Suspended,EXTRA_DATA
STU2771,Adam Velazquez,150,M,02/28/2023,COU0001,HOS0013,Active,EXTRA_DATA
STU2772,Jill Lin,45,female,02/10/2022,COU0017,HOS0005,Suspended,EXTRA_DATA
STU2773,Richard Hart,80,Male,2022-07-10,COU0007,HOS0017,Active,EXTRA_DATA
STU2774,Sarah Perez,45,F,21-11-2022,COU0011,HOS0007,Suspended,EXTRA_DATA
STU2775,Brittany Guerrero,77,FEMALE,2022-06-11,COU0014,HOS0003,dropped,EXTRA_DATA
STU2776,Stanley Williams,48,Male,09/29/2024,COU0019,HOS0001,Suspended,EXTRA_DATA
STU2777,William Lucero,57,F,2024-11-11,COU0008,HOS0007,Suspended,EXTRA_DATA
STU2778,Marco Osborne,49,Other,2023-02-25,COU0014,HOS0016,Graduated,EXTRA_DATA
STU2779,Mark Chavez,150,male,2023-12-09,COU0010,HOS0019,Graduated,EXTRA_DATA
STU2780,Emily Thompson,50,FEMALE,2022-10-15,COU0008,HOS0002,Active,EXTRA_DATA
STU2781,Edwin Dunlap,45,MALE,2024-09-25,COU0008,HOS0011,Graduated,EXTRA_DATA
STU2782,Cody Oconnor,46,F,2023-05-09,COU0011,HOS0003,GRADUATED,EXTRA_DATA
STU2783,Tiffany Jackson,39,Female,01/06/2022,COU0013,HOS0010,Dropped,EXTRA_DATA
STU2784,Jeffery Gilbert,65,Female,05-03-2023,COU0001,HOS0015,Graduated,EXTRA_DATA
STU2785,Teresa Cain,59,Female,17/05/2022,COU0014,HOS0003,Active,EXTRA_DATA
STU2786,Cody Hawkins,-5,m,2022-12-02,COU0020,HOS0009,Dropped,EXTRA_DATA
STU2787,  Janet Lopez  ,42,M,21/10/2024,COU0017,HOS0013,Active,EXTRA_DATA
STU2788,Jason Wade,22,FEMALE,2022-07-29,COU0012,HOS9999,Graduated,EXTRA_DATA
STU2789,Jennifer Hayes,30,M,07/24/2023,COU0012,HOS0003,Graduated,EXTRA_DATA
STU2790,  Christopher Simon  ,80,FEMALE,24/07/2022,COU0006,HOS0008,Suspended,EXTRA_DATA
STU2791,Brandy Odom,53,female,03-05-2022,COU0009,HOS0006,Graduated,EXTRA_DATA
STU2792,Megan Walker,41,M,05/11/2024,COU0018,HOS0016,Dropped,EXTRA_DATA
STU2793,Adrian Ramsey,43,F,05/11/2023,COU0005,HOS0005,Active,EXTRA_DATA
STU2794,Jesse Cruz,25,MALE,12/23/2024,COU0013,HOS0020,Suspended,EXTRA_DATA
STU2795,Jennifer Jones,Twenty,Female,12/08/2024,COU0017,HOS0012,Graduated,EXTRA_DATA
STU2796,Christopher Garcia,38,M,05/05/2024,COU0007,HOS0017,Graduated,EXTRA_DATA
STU2797,Beverly Wells,23,FEMALE,03/06/2022,COU0015,HOS0004,Graduated,EXTRA_DATA
STU2798,Catherine Yoder,19,M,05/15/2024,COU0007,HOS0002,Active,EXTRA_DATA
STU2799,Cole Shields,62,Male,2023-11-03,COU0011,HOS0018,Suspended,EXTRA_DATA
STU2800,Amanda Barnes,18,F,01-03-2023,COU0006,HOS0014,Suspended,EXTRA_DATA
STU2801,Michael Owens,60,female,25-02-2024,COU0020,HOS0014,Graduated,EXTRA_DATA
STU2802,Brandon Lawson,70,m,2023-03-22,COU0004,HOS0009,Active,EXTRA_DATA
STU2799,Craig Wright,38,female,2022-03-27,COU0017,HOS0008,Graduated,EXTRA_DATA
STU2804,Maxwell Pope,42,m,19-04-2024,COU0005,HOS0007,Active,EXTRA_DATA
STU2805,Miguel Griffin,52,m,11-04-2022,COU0015,HOS0018,Active,EXTRA_DATA
STU2806,Holly Richardson,69,male,19/12/2024,COU0003,HOS0007,Active,EXTRA_DATA
STU2807,Elizabeth Merritt,-5,FEMALE,30/10/2022,COU0011,HOS0017,Suspended,EXTRA_DATA
STU2808,Nicholas Smith,18,F,05/09/2024,COU0020,HOS0014,Graduated,EXTRA_DATA
STU2809,John Kelly,38,M,11-03-2022,COU0018,HOS0003,Dropped,EXTRA_DATA
STU2810,  Marco Nixon  ,64,m,2024-09-06,COU0009,HOS0019,Dropped,EXTRA_DATA
STU2811,  Sheila Scott  ,74,Other,2023-01-31,COU0016,HOS0009,Dropped,EXTRA_DATA
STU2812,Diana Barker,19,m,2024-01-12,COU0012,HOS0003,Graduated,EXTRA_DATA
STU2813,Gregory Martin,58,M,20-04-2022,COU0008,HOS0017,Suspended,EXTRA_DATA
STU2814,Thomas Clark,45,FEMALE,04/29/2023,COU0018,HOS0003,Suspended,EXTRA_DATA
STU2815,Thomas Guerra,23,FEMALE,10-06-2023,COU0013,HOS0001,Dropped,EXTRA_DATA
STU2816,Katherine Nelson,25,Male,2023-06-23,COU0014,HOS0002,Suspended,EXTRA_DATA
STU2817,Tammy Jones,38,m,11/10/2023,COU0002,HOS0008,Suspended,EXTRA_DATA
STU2818,  Jennifer Fitzgerald  ,26,FEMALE,04/19/2023,COU0012,HOS0015,Graduated,EXTRA_DATA
STU2819,  Joshua Kent  ,37,MALE,11-06-2022,COU0017,HOS0012,Dropped,EXTRA_DATA
STU2820,John Anderson,71,m,12/06/2023,COU0015,HOS0010,Graduated,EXTRA_DATA
STU2821,Brian Marquez,34,MALE,23/03/2022,COU0012,HOS0018,Dropped,EXTRA_DATA
STU2822,Richard Dunn,32,M,08-05-2022,COU0019,HOS0016,Suspended,EXTRA_DATA
STU2823,Christy Bryant,50,female,10-04-2022,COU0006,HOS0004,Dropped,EXTRA_DATA
STU2824,Terri Williams,21,Female,2022-08-01,COU9999,HOS0010,Active,EXTRA_DATA
STU2825,  Elizabeth Leblanc  ,Sixty Five,Male,26/05/2024,COU0004,HOS0015,Dropped,EXTRA_DATA
STU2826,Lynn Pearson,78,Other,05-03-2023,COU0005,HOS0001,Suspended,EXTRA_DATA
STU2827,Mark Sweeney,64,FEMALE,05/11/2023,COU0016,HOS0013,Dropped,EXTRA_DATA
STU2828,Justin Flores,34,Female,11/30/2022,COU0016,HOS0007,Dropped,EXTRA_DATA
STU2829,Jeremy Williams,27,m,03/17/2023,COU0002,HOS0010,Active,EXTRA_DATA
STU2830,Veronica Gutierrez,32,female,14-06-2023,COU0009,HOS0020,Suspended,EXTRA_DATA
STU2831,  Jack Jones  ,71,male,28/10/2022,COU0014,HOS0002,Active,EXTRA_DATA
STU2832,Gregory Davis,58,F,15/10/2023,COU0001,HOS0002,Dropped,EXTRA_DATA
STU2833,Jennifer Thompson,71,F,2023-05-28,COU0014,HOS9999,Graduated,EXTRA_DATA
STU2834,Michael Serrano,28,F,01/23/2024,COU0012,HOS0010,Suspended,EXTRA_DATA
STU2835,  Kathleen Miller  ,76,M,09/12/2024,COU0014,HOS0014,Graduated,EXTRA_DATA
STU2836,Ryan Vega,69,F,26/05/2024,COU0006,HOS0005,Dropped,EXTRA_DATA
STU2837,Leslie Ford,49,FEMALE,22/02/2022,COU0016,HOS0010,Active,EXTRA_DATA
STU2838,Alexander Graham,33,M,08/05/2023,COU0004,HOS0009,Graduated,EXTRA_DATA
STU2839,Patrick Jones,19,Female,01/06/2022,COU0013,HOS0002,Active,EXTRA_DATA
STU2840,Donna Taylor,63,male,20/01/2024,COU0019,HOS0002,Graduated,EXTRA_DATA
STU2841,James Wiggins,35,M,10/01/2022,COU0015,HOS0009,Active,EXTRA_DATA
STU2842,Alex Jennings,Twenty,m,12/15/2022,COU9999,HOS0007,Graduated,EXTRA_DATA
STU2843,Robert Olson,Thirty Four,FEMALE,15-04-2022,COU0020,HOS0015,DROPPED,EXTRA_DATA
STU2844,Patrick Mosley,20,F,09/25/2023,COU0002,HOS0002,Graduated,EXTRA_DATA
STU2845,  Maria Torres  ,52,MALE,27-11-2023,COU0001,HOS0003,Dropped,EXTRA_DATA
STU2177,Sean Thornton,29,Female,2022-12-27,COU0003,HOS0006,Graduated,EXTRA_DATA
STU2847,Johnny Short,49,female,06/25/2024,COU0004,HOS0001,Active,EXTRA_DATA
STU2848,Angela Jones,26,FEMALE,05/03/2024,COU0014,HOS0003,Graduated,EXTRA_DATA
STU2849,Abigail Bradshaw,76,m,12/08/2023,COU0012,HOS0012,Active,EXTRA_DATA
STU2850,  Melissa Swanson  ,71,female,02/07/2023,COU0012,HOS0019,Suspended,EXTRA_DATA
STU2851,Julie Little,31,Male,07/20/2022,COU0001,HOS0020,Dropped,EXTRA_DATA
STU2852,  Sarah Cervantes  ,33,FEMALE,2022-04-17,COU0008,HOS0009,Dropped,EXTRA_DATA
STU2853,Joseph Shepard,65,FEMALE,06-10-2022,COU0012,HOS0003,Dropped,EXTRA_DATA
STU2854,Thomas Bridges,150,Female,09/04/2024,COU0014,HOS0004,Active,EXTRA_DATA
STU2855,Andrea Johnson,74,MALE,08/21/2024,COU0003,HOS0003,Graduated,EXTRA_DATA
STU2856,Jose Warner,32,male,23-02-2022,COU0020,HOS0016,Active,EXTRA_DATA
STU2857,Morgan Cook,69,m,06/14/2024,COU0003,HOS0016,Active,EXTRA_DATA
STU2858,Charlene Cook,80,Other,09/11/2022,COU0009,HOS0001,Dropped,EXTRA_DATA
STU2859,Sandra Richards,69,FEMALE,23/09/2022,COU0019,HOS0011,Suspended,EXTRA_DATA
STU2860,Maria Santos,49,FEMALE,11/14/2024,COU0002,HOS0006,Graduated,EXTRA_DATA
STU2861,Stephen Lopez,70,M,10/04/2022,COU0012,HOS0005,Dropped,EXTRA_DATA
STU2862,  Kristina Meyer  ,0,m,05-06-2022,COU0007,HOS0002,Graduated,EXTRA_DATA
STU2863,Patricia Reid,77,MALE,2022-11-21,COU0012,HOS0019,Active,EXTRA_DATA
STU2864,Mark Bryan,26,Other,01/03/2024,COU0003,HOS0015,Graduated,EXTRA_DATA
STU2865,Meagan Valenzuela,61,MALE,19/11/2022,COU0003,HOS0010,Active,EXTRA_DATA
STU2866,  Brian Welch  ,50,M,12/02/2022,COU9999,HOS0015,Suspended,EXTRA_DATA
STU2867,April Moore,27,MALE,2024-07-27,COU0018,HOS0012,Suspended,EXTRA_DATA
STU2868,Rebekah Andrews,38,M,2023-11-25,COU0001,HOS0005,Graduated,EXTRA_DATA
STU2869,  Kara Myers  ,23,F,12/06/2023,COU0012,HOS0005,Active,EXTRA_DATA
STU2870,Matthew Davis,56,female,04/22/2022,COU0020,HOS0007,Graduated,EXTRA_DATA
STU2871,Stephanie Daniels,69,Female,2024-01-12,COU0008,HOS0012,Suspended,EXTRA_DATA
STU2872,Tammy Lopez,57,FEMALE,02/02/2023,COU0017,HOS0020,Suspended,EXTRA_DATA
STU2873,Alexander Johnson,36,m,12/12/2023,COU0016,HOS0016,Dropped,EXTRA_DATA
INVALID_57,Bryan Fisher,65,male,05/04/2024,COU0012,HOS0010,Graduated,EXTRA_DATA
STU2875,  Ryan Moreno  ,35,F,24-09-2022,COU0013,HOS0006,Graduated,EXTRA_DATA
STU2876,Darlene Bates,54,MALE,2024-08-14,COU0013,HOS9999,Active,EXTRA_DATA
STU2877,Ruben Crane,29,F,29/07/2024,COU0012,HOS0020,Graduated,EXTRA_DATA
STU2878,Charles Gonzalez,24,FEMALE,2023-09-08,COU0004,HOS0012,Suspended,EXTRA_DATA
STU2879,Robert Marshall,22,m,08/04/2023,COU0014,HOS0009,Suspended,EXTRA_DATA
STU2880,Audrey Johnson,71,MALE,01/29/2024,COU0005,HOS0003,Suspended,EXTRA_DATA
STU2881,Carla Smith,28,F,2024-08-19,COU0008,HOS0015,Graduated,EXTRA_DATA
STU0555,  Michael Mcdonald  ,59,Other,03/19/2022,COU0005,HOS0005,Dropped,EXTRA_DATA
STU2883,Sarah Morton,26,F,2022-01-23,COU0002,HOS0008,Suspended,EXTRA_DATA
STU2884,Robert Huffman,77,male,14-08-2022,COU0001,HOS0003,Active,EXTRA_DATA
STU2885,Shawn Dixon,62,female,2024-05-29,COU0004,HOS0013,Suspended,EXTRA_DATA
STU2886,Tyler Hicks,22,m,2023-01-06,COU0006,HOS0005,dropped,EXTRA_DATA
STU2887,Krystal Wright,76,MALE,29/05/2022,COU0013,HOS0012,GRADUATED,EXTRA_DATA
STU2888,Curtis Jones,76,m,2023-10-17,COU0010,HOS0008,Graduated,EXTRA_DATA
STU2889,Gary Lucero,25,FEMALE,12/10/2022,COU0018,HOS0008,Dropped,EXTRA_DATA
STU2890,Henry Wilson,48,male,23/05/2023,COU0019,HOS0007,Active,EXTRA_DATA
STU2891,Rachel Alexander,0,MALE,10/11/2023,COU0010,HOS0011,Suspended,EXTRA_DATA
STU2892,Amanda Williams,39,F,10-08-2022,COU0002,HOS0008,Active,EXTRA_DATA
STU2893,George Brown,60,m,03/25/2023,COU0014,HOS0005,Suspended,EXTRA_DATA
STU2894,Alicia Molina,61,female,20/07/2024,COU0004,HOS0003,Dropped,EXTRA_DATA
STU2895,William Williams,68,Female,2024-06-06,COU0014,HOS0003,Suspended,EXTRA_DATA
STU2896,Shane Moore,64,Male,02-04-2024,COU0002,HOS0009,Graduated,EXTRA_DATA
STU2897,Alexis Wilson,50,female,2022-02-02,COU0004,HOS0014,Dropped,EXTRA_DATA
STU2898,  Ashley Martin  ,31,F,15-10-2024,COU0017,HOS0018,Active,EXTRA_DATA
STU2899,Paula Jordan,42,m,18-08-2022,COU0006,HOS0016,Graduated,EXTRA_DATA
STU2900,Michael Anderson,78,female,2024-05-15,COU0009,HOS0012,Graduated,EXTRA_DATA
STU2901,Alexandra Turner,20,m,22/10/2024,COU0003,HOS0003,Graduated,EXTRA_DATA
STU2902,Nathan Page,59,FEMALE,02/04/2022,COU0004,HOS0002,Active,EXTRA_DATA
INVALID_86,Amber Johnson,28,M,28-06-2022,COU0019,HOS0005,Suspended,EXTRA_DATA
STU2904,Seth Lopez,42,F,13-10-2023,COU9999,HOS0018,Dropped,EXTRA_DATA
STU2905,Ricardo Welch,40,Other,15/01/2023,COU0008,HOS0004,Graduated,EXTRA_DATA
STU2906,Dana Ortiz,50,FEMALE,19/02/2022,COU0013,HOS0013,Graduated,EXTRA_DATA
STU2907,Katie Brown,27,M,30/03/2024,COU0002,HOS0015,Suspended,EXTRA_DATA
STU2908,Belinda Williams,70,M,04/06/2023,COU0004,HOS0013,Dropped,EXTRA_DATA
STU2909,Melissa Norman,36,FEMALE,2023-05-04,COU0004,HOS0002,Active,EXTRA_DATA
STU2910,Laura Walker,76,m,24/05/2023,COU0013,HOS0013,Graduated,EXTRA_DATA
STU2911,James Anderson,38,female,2023-04-04,COU0006,HOS0003,Graduated,EXTRA_DATA
STU2912,Jessica Paul,24,female,24-10-2024,COU0003,HOS0012,Graduated,EXTRA_DATA
STU2913,Paul Larson,57,Other,02/09/2022,COU0007,HOS0005,Suspended,EXTRA_DATA
STU2914,Amanda Walker,150,male,2024-09-20,COU0015,HOS0020,Suspended,EXTRA_DATA
STU2915,  Craig Rivera  ,48,MALE,05/20/2024,COU0003,HOS0013,Graduated,EXTRA_DATA
STU2916,  Raymond Brown  ,36,MALE,2022-03-01,COU0018,HOS0004,Active,EXTRA_DATA
STU2917,Denise Carter,38,Other,04/06/2024,COU0003,HOS0017,Suspended,EXTRA_DATA
STU2918,Shannon Ross,36,Female,2024-08-27,COU0013,HOS0020,Dropped,EXTRA_DATA
STU2919,Joseph Wright,58,MALE,08/17/2024,COU0010,HOS0002,Suspended,EXTRA_DATA
STU2920,Aaron Davis,150,MALE,05/05/2024,COU0008,HOS0017,dropped,EXTRA_DATA
STU2921,Amy Russell,64,FEMALE,2022-06-29,COU0013,HOS0001,Dropped,EXTRA_DATA
STU2922,Kevin Perry,70,MALE,2023-01-06,COU0014,HOS0009,Graduated,EXTRA_DATA
STU2923,Jacob Bailey,33,Female,22/03/2022,COU0015,HOS0019,Active,EXTRA_DATA
STU2924,Justin Carson,42,m,02/06/2022,COU0013,HOS0020,Active,EXTRA_DATA
STU2925,Christian Rush,33,female,22-01-2024,COU0001,HOS0017,Graduated,EXTRA_DATA
STU2926,Donna Martinez,68,female,2023-09-08,COU0002,HOS0006,Suspended,EXTRA_DATA
STU2927,Rita Mitchell,66,Male,31-07-2024,COU0006,HOS0007,Dropped,EXTRA_DATA
STU2928,Robert Weaver,35,FEMALE,08-03-2023,COU0007,HOS0005,Active,EXTRA_DATA
STU0505,Kristopher Thomas,61,m,11/08/2024,COU0004,HOS0014,Graduated,EXTRA_DATA
STU2930,Ashley Williamson,54,M,2023-06-24,COU0004,HOS0010,Graduated,EXTRA_DATA
STU2931,Kevin Gonzalez,57,m,25-08-2022,COU0018,HOS0020,Graduated,EXTRA_DATA
STU2932,Barbara Doyle,42,m,16-10-2024,COU0012,HOS0009,Suspended,EXTRA_DATA
STU2933,Lisa Fletcher,30,female,16/03/2022,COU0009,HOS0011,Dropped,EXTRA_DATA
STU2934,Colin Watts,41,F,29-09-2023,COU0003,HOS0004,Suspended,EXTRA_DATA
STU2935,Allison Stevens,48,Other,05/05/2024,COU0015,HOS0020,Graduated,EXTRA_DATA
STU2936,Alyssa Jackson,43,Female,30/04/2023,COU0008,HOS0005,Dropped,EXTRA_DATA
STU2937,Donna Robinson,72,FEMALE,03-07-2024,COU0017,HOS0003,Dropped,EXTRA_DATA
STU2938,Steven Sanchez,30,FEMALE,2022-06-27,COU0017,HOS0014,Dropped,EXTRA_DATA
STU2939,Justin Morton,57,m,2024-01-14,COU0014,HOS0008,Active,EXTRA_DATA
STU2940,James Erickson,51,FEMALE,27-12-2023,COU0006,HOS0012,Dropped,EXTRA_DATA
STU2941,Melissa Maynard,21,m,07/25/2023,COU0019,HOS0008,Dropped,EXTRA_DATA
STU2942,Jeffrey Foster,23,Other,23-02-2024,COU0001,HOS0002,Suspended,EXTRA_DATA
INVALID_60,Nancy Parker,65,FEMALE,09/04/2024,COU0012,HOS0013,Suspended,EXTRA_DATA
STU2944,Ryan Smith,21,Male,06/09/2022,COU0004,HOS0018,Graduated,EXTRA_DATA
STU2945,Shawn Williams,59,m,2022-04-14,COU0017,HOS0007,Suspended,EXTRA_DATA
STU2946,  Tara Owens  ,48,Other,23/04/2024,COU0007,HOS0009,Suspended,EXTRA_DATA
STU2947,John Scott,25,Male,05-04-2024,COU9999,HOS0002,Graduated,EXTRA_DATA
STU2948,  Dennis Davis  ,60,MALE,16-11-2023,COU0006,HOS0011,Suspended,EXTRA_DATA
STU2949,Casey Perez,34,Female,2023-01-17,COU0014,HOS0003,Suspended,EXTRA_DATA
STU2950,  Danny Cooley  ,76,Female,21/07/2022,COU0009,HOS0008,SUSPENDED,EXTRA_DATA
STU2951,Nancy Small,54,m,10/10/2023,COU0001,HOS0003,Suspended,EXTRA_DATA
STU2952,Ashley Wong,47,Male,2024-01-23,COU0018,HOS0020,GRADUATED,EXTRA_DATA
STU2953,Harry Davidson,37,female,2024-07-07,COU0004,HOS0001,Dropped,EXTRA_DATA
STU2954,Kevin Christensen,31,Male,31/10/2024,COU0019,HOS0002,Graduated,EXTRA_DATA
STU2955,Frances Dillon,31,Male,14/02/2024,COU0017,HOS0014,Graduated,EXTRA_DATA
STU2956,William Gutierrez,41,Other,19/11/2023,COU0019,HOS0015,Suspended,EXTRA_DATA
STU2957,Joseph James,56,M,2022-08-02,COU0019,HOS0004,Suspended,EXTRA_DATA
STU2958,Bruce Williams,24,Other,05/02/2024,COU0018,HOS0012,Active,EXTRA_DATA
STU2959,Juan Robertson,32,M,02/09/2023,COU0012,HOS0005,Graduated,EXTRA_DATA
STU2960,Jonathan Williams,21,female,13-04-2024,COU0003,HOS0020,Suspended,EXTRA_DATA
STU2961,Drew Hodge,69,male,05-01-2022,COU0020,HOS0006,Dropped,EXTRA_DATA
STU2962,Robert Smith,53,M,28-11-2023,COU0012,HOS0006,graduated,EXTRA_DATA
