FacultyID,Name,Specialization,CampusID,JoinDate
FAC2395,Other,Assistant Professor,CAM0007,2023-10-11
FAC2396,Page,Associate Professor,CAM0011,24-03-2022
FAC2397,Become,Assistant Professor,CAM0004,06/21/2023
FAC2398,Here,Assistant Professor,CAM0011,09-11-2023
FAC2399,Specific,Professor,CAM0017,24-09-2024
FAC2400,Scientist,Associate Professor,CAM0010,27/09/2024
FAC2401,Go,Professor,CAM0010,01/05/2022
FAC2402,Clearly,Professor,CAM0009,30/11/2024
FAC2403,Not,Associate Professor,CAM0001,2022-08-03
FAC2404,Leg,Associate Professor,CAM0010,13/07/2022
FAC2405,Identify,Lecturer,CAM0019,12/28/2022
FAC2406,Military,Assistant Professor,CAM0011,28/10/2023
INVALID_12,Be,Associate Professor,CAM0005,01/30/2023
FAC2408,Foreign,Associate Professor,CAM0012,07/08/2023
FAC2409,Short,ASSOCIATE PROFESSOR,CAM0010,05/28/2022
FAC2410,Your,Lecturer,CAM0002,11/04/2022
FAC2411,Success,Associate Professor,CAM0018,2024-05-06
FAC2412,Information,Lecturer,CAM0018,2022-03-07
FAC2413,Wonder,Lecturer,CAM0002,07/23/2023
FAC2414,In,Associate Professor,CAM0003,12/17/2023
FAC2415,Skin,Professor,CAM0019,01/17/2022
FAC2416,Market,Professor,CAM0017,23/10/2024
FAC2200,Home,Lecturer,CAM0014,19-04-2023
FAC2418,Green,Associate Professor,CAM0004,04/30/2022
FAC2419,After,Assistant Professor,CAM0013,28/07/2024
FAC2420,Should,Professor,CAM0013,2024-05-19
FAC2421,Medical,Professor,CAM0010,02-05-2023
FAC2422,View,Professor,CAM0016,10/21/2022
FAC2423,Player,Professor,CAM0007,2024-06-06
FAC2424,Myself,Professor,CAM0017,24/07/2024
FAC2425,Prove,Assistant Professor,CAM0010,19-06-2022
FAC2426,Along,Assistant Professor,CAM0004,2022-11-04
FAC2427,Issue,Assistant Professor,CAM9999,20-04-2022
FAC2428,Throughout,Professor,CAM0008,13-10-2022
FAC2429,Imagine,Assistant Professor,CAM0018,01/05/2023
FAC2430,Enjoy,Assistant Professor,CAM0006,24-02-2023
FAC2431,Professor,Assistant Professor,CAM0019,2023-10-15
FAC2432,Within,PROFESSOR,CAM0006,18/08/2024
FAC2433,Quite,Associate Professor,CAM0019,30-03-2022
FAC2434,Season,Associate Professor,CAM0017,30-06-2022
FAC2435,Effort,Professor,CAM0014,2022-02-08
FAC2436,Kid,Professor,CAM0011,14/10/2022
FAC2437,Strong,Associate Professor,CAM0007,2024-09-26
FAC2438,Surface,Assistant Professor,CAM0020,12/12/2022
FAC2439,Old,Associate Professor,CAM0012,11/04/2024
FAC2440,Customer,Professor,CAM0013,11/06/2024
FAC2441,Military,Assistant Professor,CAM9999,19-07-2022
FAC2442,Author,Assistant Professor,CAM0015,05/08/2022
FAC2443,Special,assistant professor,CAM9999,26/06/2022
FAC2444,Health,Professor,CAM0006,02/07/2024
FAC2445,Wrong,Lecturer,CAM0001,03/04/2022
FAC2446,Firm,associate professor,CAM0020,2023-10-21
FAC2447,Thing,Lecturer,CAM0004,2023-02-21
FAC2448,General,Associate Professor,CAM0009,2024-04-22
FAC2449,Likely,Professor,CAM0004,02/22/2024
FAC2450,Chance,Lecturer,CAM0015,03/24/2022
FAC2451,Peace,PROFESSOR,CAM0018,2023-12-26
FAC2452,Present,Associate Professor,CAM0009,06/14/2024
FAC2453,Space,Associate Professor,CAM0014,10/31/2023
FAC2454,Lead,Professor,CAM0010,2024-07-20
FAC2455,Author,assistant professor,CAM0002,2022-02-22
FAC2456,How,Lecturer,CAM0005,23/07/2022
FAC2457,Structure,Lecturer,CAM0001,2022-06-24
FAC2458,Hope,Associate Professor,CAM0018,2024-06-01
FAC2459,Source,Associate Professor,CAM9999,10/10/2023
FAC2460,Film,Associate Professor,CAM0015,28-04-2023
FAC2461,Town,Professor,CAM0010,10-05-2024
FAC2462,Political,Associate professor,CAM0007,04-06-2024
FAC2463,Across,Professor,CAM0016,22/05/2022
FAC2464,Town,Assistant Professor,CAM0020,14/07/2023
FAC2465,Commercial,Professor,CAM0017,20-11-2022
INVALID_5,Book,Associate Professor,CAM0003,12/04/2024
FAC2467,Collection,Professor,CAM0011,2023-01-24
INVALID_94,Size,Assistant Professor,CAM0004,28-03-2022
FAC2469,Feel,Associate Professor,CAM0008,11/20/2023
FAC2470,Its,Lecturer,CAM0011,29-01-2023
FAC2471,Daughter,Assistant Professor,CAM0016,22-02-2024
FAC2472,Thus,Assistant Professor,CAM0008,29-06-2024
FAC2473,She,Lecturer,CAM0012,11/01/2024
FAC2474,Old,Lecturer,CAM9999,27/04/2024
FAC2475,Miss,Professor,CAM0010,2023-11-11
FAC2476,Seem,Assistant professor,CAM0003,11/01/2022
FAC2477,Grow,Professor,CAM0008,27-04-2023
FAC2478,Reduce,professor,CAM0002,25/04/2024
FAC2479,Actually,Assistant Professor,CAM0003,16-08-2022
FAC2480,Magazine,Lecturer,CAM0014,10-09-2022
FAC2481,Project,Lecturer,CAM0007,27-11-2024
FAC2482,Pattern,Associate Professor,CAM0009,01/11/2022
FAC2483,Seven,Associate Professor,CAM0010,2023-07-15
FAC2484,Yet,Associate Professor,CAM0013,27/03/2023
FAC2485,Same,Assistant Professor,CAM0012,18/08/2023
FAC2486,Road,Assistant Professor,CAM0016,21-01-2022
FAC2487,Blood,Lecturer,CAM0005,2024-07-23
FAC2488,Local,Associate Professor,CAM0011,07-07-2024
FAC2489,Policy,Lecturer,CAM0015,2022-12-01
FAC2490,When,Lecturer,CAM0005,08-01-2022
FAC2491,Describe,Professor,CAM0016,2023-02-10
FAC2492,Bad,ASSISTANT PROFESSOR,CAM0005,14/09/2023
FAC2493,Southern,Professor,CAM0012,2023-01-27
FAC2494,However,Associate Professor,CAM0012,24/04/2022
FAC2495,Fast,Lecturer,CAM0018,2023-11-28
FAC2496,Turn,Lecturer,CAM0004,05/07/2023
FAC2497,Important,Lecturer,CAM0020,2024-08-27
FAC2498,Your,Associate Professor,CAM0012,14-03-2024
FAC2499,Stay,Assistant Professor,CAM0020,2024-02-03
FAC2500,Create,Assistant Professor,CAM0020,2023-02-14
FAC2501,Never,Professor,CAM0006,2024-01-28
FAC2502,Natural,Lecturer,CAM0007,12/01/2024
FAC2503,Compare,ASSOCIATE PROFESSOR,CAM0018,03/22/2023
FAC2504,Environmental,Assistant Professor,CAM0007,07/05/2023
FAC2505,Low,Assistant Professor,CAM0002,11/12/2022
FAC2506,Training,Associate Professor,CAM0007,2024-02-18
FAC2507,Receive,Lecturer,CAM0014,11-11-2023
FAC0338,Scientist,Associate Professor,CAM9999,2022-10-01
FAC2509,Resource,Assistant Professor,CAM0014,2023-09-29
FAC2510,Simple,Assistant Professor,CAM0008,24/12/2023
FAC2511,Become,Assistant Professor,CAM0004,14-09-2024
FAC2512,Build,Professor,CAM0014,15/09/2023
FAC2513,Model,Associate Professor,CAM0003,2022-03-06
FAC2514,Next,Lecturer,CAM0018,28-11-2022
FAC1872,Rule,Professor,CAM0001,05/11/2023
FAC2516,Discussion,Associate Professor,CAM0003,07/31/2022
FAC2517,Send,Assistant Professor,CAM0004,2022-12-09
FAC2518,Her,Associate Professor,CAM0001,03/16/2023
FAC2519,Produce,Professor,CAM0011,15-04-2024
FAC2520,Southern,Professor,CAM0005,2024-12-21
FAC2521,Accept,Lecturer,CAM0014,25-03-2023
FAC2522,Explain,Associate Professor,CAM0017,2022-06-10
FAC2523,Large,Professor,CAM0015,26-03-2023
FAC2524,Top,Assistant Professor,CAM0007,03/10/2024
FAC2525,Deal,Assistant Professor,CAM0013,23-12-2023
FAC2526,Effect,Assistant Professor,CAM0019,2022-08-03
FAC2527,Speech,Associate Professor,CAM0008,22/05/2023
FAC2528,Fire,Lecturer,CAM0019,11-09-2024
FAC2529,Happen,Associate professor,CAM0013,16-12-2024
FAC1632,First,Professor,CAM0006,08/01/2022
FAC2531,Every,Assistant Professor,CAM0005,01-03-2024
FAC2532,Several,Associate Professor,CAM0003,20-06-2023
FAC2533,Wear,Lecturer,CAM0016,09-04-2024
INVALID_66,Job,Lecturer,CAM0018,2022-06-13
FAC2535,The,Professor,CAM0011,03/29/2024
FAC2536,Economic,ASSOCIATE PROFESSOR,CAM9999,2022-08-16
FAC2537,Let,Lecturer,CAM0003,06/16/2022
FAC2538,Car,Professor,CAM0018,03/28/2023
FAC2466,Authority,Professor,CAM0009,23/08/2024
FAC2540,Easy,Professor,CAM0010,2022-12-20
FAC2541,Spend,Professor,CAM0006,23-12-2024
FAC2542,More,Associate Professor,CAM0011,23/09/2023
FAC2543,Member,Associate Professor,CAM9999,15/08/2024
FAC2544,Ability,Lecturer,CAM0014,08/15/2023
FAC2545,Decide,Associate Professor,CAM9999,10/09/2024
FAC2546,Phone,professor,CAM0012,01/03/2022
FAC2547,Box,Professor,CAM9999,2022-07-07
FAC2548,Defense,Lecturer,CAM0012,08-08-2024
FAC2549,Campaign,Assistant Professor,CAM0013,08/08/2024
FAC2550,Baby,Assistant Professor,CAM0014,11/25/2024
FAC2551,Sign,Professor,CAM0009,2023-09-03
FAC2552,Sea,Lecturer,CAM0019,2023-11-11
FAC2553,Risk,Assistant Professor,CAM0009,09-02-2022
FAC2554,Benefit,Assistant Professor,CAM0008,01/01/2023
FAC2555,Public,Assistant Professor,CAM0011,21-01-2022
FAC2556,Reason,Professor,CAM0018,20-12-2022
FAC2557,Spend,Assistant Professor,CAM0018,02-10-2022
FAC2558,Allow,Professor,CAM0001,13-04-2024
FAC2559,Turn,Professor,CAM0010,02/05/2022
FAC2560,Face,Associate Professor,CAM0005,04/08/2024
FAC2561,Girl,Associate Professor,CAM0007,15-08-2024
FAC2562,Grow,Lecturer,CAM0014,2024-09-22
FAC2563,Its,Assistant Professor,CAM0004,12/24/2024
FAC2564,Purpose,Lecturer,CAM0015,13-07-2024
FAC2565,Other,LECTURER,CAM0003,2024-07-26
FAC2566,Believe,Assistant Professor,CAM0011,2023-04-10
FAC2567,Still,Assistant Professor,CAM0013,01/06/2023
FAC2568,Gun,Associate Professor,CAM0010,10/28/2023
FAC2569,Author,Assistant Professor,CAM0015,03/11/2023
FAC2570,Deal,Associate Professor,CAM0002,2023-01-27
FAC2571,Budget,Lecturer,CAM0009,11/30/2023
FAC2572,Near,Associate Professor,CAM0001,28-11-2024
FAC2573,Live,Lecturer,CAM0009,01/10/2024
FAC2574,Both,lecturer,CAM0003,2024-08-05
FAC2575,Stage,Professor,CAM0018,21-03-2022
FAC2576,Always,Associate Professor,CAM0005,17-05-2024
FAC2577,Issue,Professor,CAM0011,08-08-2024
FAC2578,Wear,Associate Professor,CAM0017,03/07/2022
FAC2579,Miss,professor,CAM0014,23-01-2023
FAC2580,Common,ASSISTANT PROFESSOR,CAM0009,2023-07-15
FAC2581,At,Assistant Professor,CAM0009,2022-08-29
FAC2582,Discover,Professor,CAM0013,2023-06-14
FAC2583,Include,Professor,CAM0006,07-05-2024
FAC2584,Phone,Professor,CAM0015,07/27/2023
FAC2585,Agent,Lecturer,CAM0005,08/31/2022
FAC2586,To,Associate Professor,CAM0019,13-06-2022
FAC2587,Line,Lecturer,CAM0009,25-04-2022
FAC2588,Message,Lecturer,CAM0004,28/08/2023
FAC2589,They,Lecturer,CAM0020,2024-09-21
FAC2246,System,Professor,CAM0007,03/21/2022
FAC2591,Wear,Professor,CAM0003,2024-11-07
FAC2592,North,Assistant Professor,CAM0016,2024-02-21
FAC2593,Into,Lecturer,CAM0014,13-09-2024
FAC1243,Degree,Associate Professor,CAM0001,04/08/2024
FAC2595,Southern,Professor,CAM9999,07/30/2022
FAC2596,Box,Professor,CAM0005,02/21/2022
FAC2597,Break,Professor,CAM0001,08/14/2023
FAC2598,Own,Assistant Professor,CAM0001,2023-05-02
FAC2599,Voice,Professor,CAM0009,2022-09-12
FAC2600,Hear,Lecturer,CAM0014,19/01/2023
FAC2601,Material,Professor,CAM0018,01-02-2023
FAC2602,Will,Lecturer,CAM0002,2022-12-29
FAC2603,Expert,Lecturer,CAM0010,2022-01-12
FAC2604,Health,Assistant Professor,CAM0004,2023-10-15
FAC2605,Event,Lecturer,CAM0016,2023-01-26
FAC2606,Whole,Associate Professor,CAM0013,2024-03-11
FAC2607,Consumer,Assistant Professor,CAM0018,28/03/2024
FAC2608,Support,assistant professor,CAM0010,02/02/2023
FAC2609,Move,Associate Professor,CAM0016,16/06/2024
FAC2610,Study,Professor,CAM0018,2023-09-30
FAC2611,Cover,associate professor,CAM0009,08/07/2024
FAC2612,Look,Assistant Professor,CAM0018,08-03-2023
FAC2613,Form,Professor,CAM0019,16-12-2023
FAC2614,Charge,Professor,CAM0012,01/05/2024
FAC2615,Second,Associate Professor,CAM0002,05/04/2023
FAC2616,Billion,Professor,CAM0016,2024-12-22
FAC2617,In,Associate Professor,CAM0018,2022-05-01
FAC2618,Early,Lecturer,CAM0014,03/28/2022
FAC2619,World,Professor,CAM0015,08/06/2024
FAC2620,Prove,Professor,CAM0019,30/04/2022
FAC2621,Simple,Assistant Professor,CAM0015,2024-02-04
FAC2622,Decision,Associate Professor,CAM0008,23-01-2023
FAC2623,Clearly,Associate Professor,CAM9999,2024-07-21
FAC2624,Change,Lecturer,CAM0009,2023-09-16
FAC2625,Black,Associate Professor,CAM0015,20-11-2024
FAC2626,Accept,Associate Professor,CAM0013,08/25/2024
FAC2627,Interview,Lecturer,CAM0013,23-08-2022
FAC2628,Term,Associate Professor,CAM0003,20/10/2024
FAC2629,Though,Lecturer,CAM0005,03-04-2022
FAC2630,How,Lecturer,CAM0005,2023-08-05
FAC2631,Morning,Lecturer,CAM0004,2024-09-08
FAC2632,Street,Assistant Professor,CAM0019,2023-07-17
FAC2633,Wall,Professor,CAM0012,12/05/2022
FAC2634,Question,Associate Professor,CAM0002,2022-03-07
FAC2635,Do,Lecturer,CAM0013,07/19/2022
FAC2636,Home,Associate Professor,CAM0003,18/04/2022
FAC2637,Order,Professor,CAM0007,21-04-2022
FAC2638,Now,Assistant Professor,CAM0012,2024-12-27
FAC2639,Every,Assistant Professor,CAM0010,05/05/2022
FAC2640,Fill,Lecturer,CAM0016,09/21/2022
FAC2641,Leave,LECTURER,CAM0019,2024-06-14
FAC2642,Consumer,Lecturer,CAM0014,09/03/2022
FAC2643,People,Assistant Professor,CAM0011,08/12/2023
FAC2644,Join,Associate Professor,CAM0015,01/25/2024
FAC2645,Lawyer,Professor,CAM0013,10-05-2022
FAC2646,Red,Assistant Professor,CAM0011,01-09-2024
FAC2647,Born,Professor,CAM0004,22-06-2022
FAC2648,Listen,Assistant Professor,CAM0003,2022-02-22
FAC2649,Where,Associate Professor,CAM0007,12/24/2023
FAC2650,Until,Professor,CAM0018,01/05/2023
FAC2651,Moment,Associate Professor,CAM0009,2024-12-17
FAC2652,Set,Lecturer,CAM0008,02/21/2023
FAC2653,Health,Professor,CAM0007,08/18/2023
FAC2654,Fire,Associate Professor,CAM0006,19-04-2022
FAC2655,Morning,Associate Professor,CAM0016,2023-10-07
FAC2656,Specific,Lecturer,CAM0012,17-03-2024
FAC2657,None,Associate Professor,CAM0012,25/12/2022
FAC2658,Boy,Assistant Professor,CAM0010,2023-06-30
FAC2659,Alone,Associate Professor,CAM0016,05/08/2024
FAC2660,Visit,Assistant Professor,CAM0011,02/10/2024
FAC2661,Might,Lecturer,CAM0014,12/19/2023
FAC2662,Court,Lecturer,CAM9999,01/08/2023
FAC2663,Back,Assistant Professor,CAM0007,2024-05-09
FAC2664,Degree,Assistant Professor,CAM0002,30-07-2024
FAC2665,Return,Lecturer,CAM0020,01/21/2024
FAC2666,If,Associate Professor,CAM0005,31/08/2023
FAC2667,View,Professor,CAM0005,2022-03-31
FAC2668,Left,Lecturer,CAM0016,23/09/2023
FAC2669,Affect,Associate Professor,CAM0016,2024-03-12
FAC1938,Baby,Associate Professor,CAM0001,2022-02-22
FAC2671,Site,lecturer,CAM0015,2023-02-15
FAC2672,Mother,Associate Professor,CAM0018,2023-09-23
FAC2673,Back,Professor,CAM0005,19-12-2023
FAC2674,Charge,Associate Professor,CAM0019,2022-06-22
FAC2675,Before,Associate Professor,CAM9999,03/05/2022
FAC2676,See,Lecturer,CAM0011,26/12/2023
FAC2677,Bank,Lecturer,CAM0010,23/04/2022
FAC2678,Whether,Lecturer,CAM0011,2022-07-13
FAC2679,Each,Professor,CAM0016,18/09/2022
FAC2680,Likely,Assistant Professor,CAM0004,04/11/2022
FAC2681,Beyond,Assistant Professor,CAM0009,15/06/2022
FAC2682,Treatment,Lecturer,CAM0004,25-09-2024
FAC2683,Discussion,Associate Professor,CAM0009,25-05-2024
FAC2684,Say,Assistant Professor,CAM0018,2024-12-24
FAC2685,Color,Lecturer,CAM0014,23-02-2023
FAC2686,How,Professor,CAM0005,2024-10-25
FAC2687,Design,Professor,CAM0009,11-10-2023
FAC2688,Five,PROFESSOR,CAM0017,07/14/2024
FAC2689,Old,Professor,CAM0016,25/10/2023
FAC2690,Design,Assistant Professor,CAM0008,02-03-2024
FAC2691,Final,Professor,CAM0020,06/13/2023
FAC2692,Mrs,Professor,CAM0016,02/03/2024
FAC2693,Now,Lecturer,CAM0016,08-09-2022
FAC2694,Drug,Lecturer,CAM0014,12/19/2023
FAC2695,Big,Assistant Professor,CAM0016,2023-08-30
FAC2696,End,Lecturer,CAM0002,2024-12-22
FAC2697,Would,Professor,CAM0002,05-05-2022
FAC2698,Type,Assistant Professor,CAM0013,01/11/2024
FAC2632,Among,Professor,CAM0002,2023-12-04
FAC2700,Wall,Lecturer,CAM0008,03-03-2023
FAC2701,Stop,Professor,CAM0005,2024-02-13
FAC2702,Fact,Professor,CAM0013,2023-03-16
FAC2703,Keep,lecturer,CAM0006,30-10-2024
FAC2704,Big,Assistant Professor,CAM0004,19/10/2023
INVALID_91,Fast,Assistant Professor,CAM0007,2024-11-26
FAC2706,Safe,LECTURER,CAM0018,25-07-2024
FAC2707,Compare,Lecturer,CAM0012,2023-01-23
INVALID_6,Enter,Associate Professor,CAM0020,09/18/2022
FAC2709,Expect,Associate Professor,CAM0004,2024-06-10
FAC2710,Walk,Professor,CAM0009,2024-10-27
FAC2562,Information,Associate Professor,CAM0001,03-11-2023
FAC2712,Card,Lecturer,CAM0010,09/30/2023
FAC2713,Political,Assistant Professor,CAM0012,08/06/2024
FAC2714,Reveal,Lecturer,CAM0015,03-02-2024
FAC2715,Federal,Assistant Professor,CAM0005,06/06/2023
FAC2716,Expect,Associate Professor,CAM0013,12/23/2023
FAC2717,Without,Assistant Professor,CAM0006,08/28/2022
FAC2718,None,Lecturer,CAM0011,10/09/2023
FAC2719,Myself,Professor,CAM0020,2023-10-31
FAC2720,Least,Professor,CAM0012,17/09/2022
FAC2721,None,Professor,CAM0006,21/11/2024
FAC2722,Deal,Professor,CAM0006,2022-06-07
FAC2723,Hour,Associate Professor,CAM0004,15/03/2023
FAC2724,Few,Lecturer,CAM0014,01/23/2022
FAC2725,Matter,Assistant Professor,CAM0005,28-11-2023
FAC2726,Marriage,PROFESSOR,CAM0008,19/05/2022
FAC2727,State,Associate Professor,CAM0015,11/08/2022
FAC2728,Baby,Assistant Professor,CAM0008,12/03/2024
FAC2729,Month,Assistant Professor,CAM0020,2023-11-04
FAC2730,Food,Professor,CAM0003,29/01/2024
FAC2731,Debate,Assistant Professor,CAM0007,05/09/2022
FAC2732,Truth,Assistant Professor,CAM0016,2024-04-22
FAC2733,Item,Associate Professor,CAM0001,01/23/2022
FAC2734,Radio,Lecturer,CAM0020,23/01/2023
FAC2735,Let,Lecturer,CAM9999,30-01-2022
FAC2736,Hope,Professor,CAM0006,2023-06-16
FAC2737,Beautiful,professor,CAM0013,08-06-2023
FAC2738,Be,Professor,CAM0002,13-07-2022
FAC2739,Early,Lecturer,CAM9999,02/22/2022
FAC2740,Worry,Associate Professor,CAM9999,25/11/2024
FAC2741,Break,Professor,CAM0016,26/12/2022
FAC2742,History,Associate Professor,CAM0007,23-08-2023
FAC2743,Family,Assistant Professor,CAM0019,30-05-2024
FAC2744,Hour,Assistant professor,CAM0005,03/11/2024
INVALID_84,Explain,Professor,CAM0013,20-12-2023
FAC2746,Show,associate professor,CAM0017,09/28/2023
FAC2747,Store,Associate Professor,CAM0016,22/01/2024
FAC2748,Close,Professor,CAM0018,04/09/2024
FAC2749,Whether,Professor,CAM0003,05/21/2022
FAC2750,General,Associate Professor,CAM0011,2022-09-29
FAC2751,Already,Associate Professor,CAM0006,13-07-2022
INVALID_43,Lead,Assistant Professor,CAM0007,04/02/2023
FAC1387,Room,Associate Professor,CAM0001,19/04/2022
FAC2754,Small,Associate Professor,CAM0018,25/01/2022
FAC2551,Article,LECTURER,CAM0006,07-05-2022
FAC2756,Serious,Associate Professor,CAM0016,05/15/2024
FAC2757,Data,Assistant Professor,CAM0011,28/03/2024
FAC2758,Message,Associate Professor,CAM0001,10/23/2023
FAC2759,Central,ASSOCIATE PROFESSOR,CAM0012,2022-01-05
FAC2760,Since,Assistant Professor,CAM0009,04/03/2022
FAC2761,Too,Associate Professor,CAM0005,07/03/2023
FAC2762,Food,Professor,CAM0017,30/07/2022
FAC2763,Other,Professor,CAM0007,2022-12-02
FAC2764,Fish,Lecturer,CAM0001,03-10-2023
FAC2765,Condition,Lecturer,CAM0020,03/09/2023
FAC2766,Magazine,Associate Professor,CAM0012,08/06/2022
FAC2767,Expert,Assistant Professor,CAM0006,01/10/2022
FAC2768,Later,Professor,CAM0011,22/04/2022
FAC2769,Buy,ASSISTANT PROFESSOR,CAM0001,10/31/2022
FAC2770,Rest,Lecturer,CAM0011,12/09/2024
FAC2771,Partner,Associate Professor,CAM9999,2024-01-18
FAC2772,Later,Lecturer,CAM0009,20-04-2024
FAC2773,Office,Lecturer,CAM0003,01/12/2024
FAC2774,Act,Professor,CAM0002,10/15/2022
FAC2775,Interesting,Associate Professor,CAM0017,2023-05-28
FAC2776,Bring,Associate Professor,CAM0006,12/23/2024
FAC2777,Marriage,Lecturer,CAM0019,22/10/2023
FAC2778,Social,associate professor,CAM0011,2023-04-29
FAC2309,Gun,Professor,CAM0005,2023-10-17
FAC2780,Value,Lecturer,CAM0019,2022-01-13
FAC2781,Rock,Professor,CAM0013,25-07-2022
FAC2782,Check,Associate Professor,CAM9999,14-11-2022
FAC2783,School,Assistant Professor,CAM0004,03/18/2023
FAC2784,Action,professor,CAM0004,13/05/2023
FAC2785,Begin,Associate Professor,CAM0011,02-12-2023
FAC2786,Explain,Assistant Professor,CAM0010,14/04/2024
FAC2162,Edge,Professor,CAM0013,29-03-2022
FAC2788,Group,Professor,CAM0006,11-08-2023
FAC2789,Sell,Assistant Professor,CAM0003,2023-03-24
FAC2790,Model,Lecturer,CAM0016,07/12/2023
FAC2791,More,Professor,CAM0004,21/11/2023
FAC2792,Home,Assistant Professor,CAM0001,2022-07-12
FAC2793,Range,Professor,CAM0019,07/02/2023
FAC2794,Method,Associate Professor,CAM0019,04/18/2024
FAC2795,Series,Professor,CAM0008,21/11/2024
FAC2796,Camera,Lecturer,CAM0018,12/15/2023
FAC2797,Book,Professor,CAM0001,26/05/2022
FAC2798,Up,Professor,CAM0011,03/30/2023
FAC2799,Office,Lecturer,CAM9999,19-04-2023
FAC2800,Stock,Lecturer,CAM0006,09/12/2022
FAC2801,Board,ASSOCIATE PROFESSOR,CAM0006,2023-06-22
FAC2802,Structure,Professor,CAM0014,08/12/2023
FAC2803,Recent,Lecturer,CAM0004,2023-12-14
FAC2804,Option,Assistant Professor,CAM0018,08/20/2022
FAC2805,Today,Associate Professor,CAM0011,2022-07-31
FAC2806,Perform,LECTURER,CAM0014,2024-09-28
FAC1916,Maintain,Assistant professor,CAM0002,08/31/2024
FAC2808,Team,Professor,CAM0015,12/22/2022
FAC2809,First,Assistant Professor,CAM0013,21-04-2024
FAC2810,Phone,Professor,CAM0009,31/10/2023
FAC2811,Prove,lecturer,CAM0020,09-11-2024
FAC2812,Drive,Lecturer,CAM0012,2024-05-19
FAC2813,Record,Assistant Professor,CAM0012,19-02-2024
FAC2814,Purpose,Assistant Professor,CAM0010,16/07/2023
FAC2815,Which,Assistant Professor,CAM0001,08/28/2023
FAC2816,Check,Lecturer,CAM0010,08/07/2024
FAC2817,Pay,Associate Professor,CAM0015,30/09/2024
FAC2818,Shoulder,Lecturer,CAM0005,2023-06-15
FAC2819,You,Professor,CAM0020,13/09/2023
FAC2820,Child,Professor,CAM0016,06/20/2024
FAC2821,Education,Lecturer,CAM0005,2022-01-09
FAC2822,Hear,Assistant Professor,CAM0018,10/16/2023
INVALID_87,Sense,Assistant Professor,CAM0018,29/11/2023
FAC2824,Area,Assistant Professor,CAM0004,07/05/2023
FAC2825,Choice,Assistant Professor,CAM0020,2022-12-11
FAC2826,Democratic,Associate Professor,CAM0001,29-06-2023
FAC2827,Cultural,Professor,CAM0014,08-08-2022
FAC2655,Rule,ASSISTANT PROFESSOR,CAM0004,05/14/2022
FAC2829,Option,Lecturer,CAM0011,2024-04-02
FAC2830,Audience,Assistant Professor,CAM0002,21-05-2022
FAC2831,Such,Assistant Professor,CAM0007,24/11/2023
FAC2832,Involve,Associate Professor,CAM0012,05/04/2024
FAC2833,Both,Professor,CAM0007,24/02/2023
FAC2834,Require,Associate Professor,CAM0007,10/05/2024
FAC2835,Finish,Associate Professor,CAM0009,09-12-2024
FAC2836,Around,Lecturer,CAM0003,18/01/2022
FAC2837,Later,Lecturer,CAM0019,05/06/2022
FAC2838,Network,Associate Professor,CAM0008,21/03/2024
FAC2839,Let,Lecturer,CAM0002,09/07/2022
FAC2840,Information,Professor,CAM0008,05-09-2023
FAC2841,Poor,Lecturer,CAM0016,08/07/2023
FAC2842,Church,Professor,CAM0012,2023-04-24
FAC2843,Reach,Assistant Professor,CAM0009,05-02-2023
FAC2844,Small,assistant professor,CAM0018,10/09/2022
FAC2845,Mean,Associate Professor,CAM0006,05/17/2023
FAC2846,And,Assistant Professor,CAM0001,27/01/2022
FAC2847,High,Associate Professor,CAM0019,03-12-2022
FAC2848,Raise,Professor,CAM9999,2024-02-17
FAC2849,Institution,Professor,CAM9999,2023-09-27
FAC2850,Event,Lecturer,CAM0014,06/24/2022
FAC2851,Girl,Associate Professor,CAM0012,03/10/2023
FAC2852,Think,Assistant Professor,CAM0015,11-05-2024
FAC2853,Building,Professor,CAM0008,17/02/2022
FAC2854,Just,Professor,CAM0007,12-11-2023
FAC2855,Tree,Associate Professor,CAM0006,08/11/2022
FAC2856,Relationship,Professor,CAM0007,29-03-2024
FAC2857,Those,Professor,CAM0012,26-10-2022
FAC1306,Little,Associate Professor,CAM0006,02/01/2024
FAC2859,Agency,Assistant Professor,CAM0014,02/05/2022
FAC2860,Reason,ASSOCIATE PROFESSOR,CAM0017,18-04-2022
FAC2861,President,Lecturer,CAM0015,06/11/2023
FAC2862,Pretty,Lecturer,CAM0013,05/03/2024
FAC2863,Result,Associate Professor,CAM0007,2024-02-18
FAC2864,Size,Assistant Professor,CAM0018,2023-11-20
FAC2865,Nation,Professor,CAM0003,04-07-2022
INVALID_39,Story,Lecturer,CAM0019,19-08-2023
FAC2867,Store,Professor,CAM0014,02/18/2022
FAC2868,Parent,Professor,CAM0012,09/16/2023
FAC2869,Short,Assistant Professor,CAM0003,03/13/2023
FAC0497,Thousand,assistant professor,CAM0016,20/04/2022
FAC2871,Conference,Lecturer,CAM0017,23/02/2022
FAC2872,Republican,ASSOCIATE PROFESSOR,CAM0014,09/06/2022
FAC2873,Case,Assistant Professor,CAM9999,2023-06-04
FAC2874,Move,Lecturer,CAM0018,02/22/2024
FAC2875,Store,Lecturer,CAM0004,09/04/2024
FAC2876,Stuff,Professor,CAM0001,28-05-2024
FAC2877,Agency,Assistant Professor,CAM0017,27-07-2022
FAC2878,Little,Assistant Professor,CAM0015,24/10/2024
