AgentID,Name,Region,Specialization,HireDate,TotalPoliciesSold
AGE2637,Experience,South,Road,15-06-2022,68
AGE2638,Hundred,North,Major,2024-05-11,213
AGE2639,Be,North,Security,2024-06-10,296
AGE2640,See,West,Treat,05/01/2024,266
AGE2641,Option,West,Relationship,11-07-2023,199
AGE2642,Shake,East,Move,08-11-2022,164
AGE2643,Might,North,Have,2022-09-15,91
AGE2644,Reach,South,Next,03/05/2022,29
AGE2645,Your,East,Several,16/04/2022,65
AGE2646,He,Central,Common,04/14/2024,121
AGE2647,Painting,East,Style,2022-04-12,21
AGE2648,Of,East,Born,2022-03-24,32
AGE2649,Office,West,Turn,17/06/2022,79
AGE2650,Yes,North,Court,10/12/2024,268
AGE2651,Program,Central,Audience,2023-04-21,107
AGE1167,Receive,East,Bad,10-11-2022,10
AGE2653,Make,South,Late,02-02-2024,183
AGE2654,She,central,Look,2024-11-02,89
AGE2655,Bit,South,Himself,02/01/2024,192
AGE2656,War,East,Beautiful,07/24/2022,103
AGE2657,Force,North,Hair,2023-06-10,300
AGE1226,Surface,South,Budget,2022-08-13,254
AGE2659,Fly,Central,Figure,2024-06-03,0
AGE2660,Chance,East,However,2024-08-24,250
AGE2661,Professional,Central,Improve,26/07/2023,156
AGE2662,Republican,West,Guy,2024-11-20,43
AGE2663,Stock,Central,Identify,09/14/2024,220
AGE2664,Away,North,In,09-05-2023,130
AGE2665,Read,South,Your,2024-10-23,216
AGE2666,Player,Central,Everybody,17/04/2022,14
AGE2667,Song,West,Moment,08/26/2022,99
AGE2668,Girl,West,Result,12/09/2024,286
AGE2669,Lot,Central,Itself,04/06/2023,14
AGE2670,Major,East,Sing,07/10/2023,86
AGE2671,Thing,North,Cold,2023-04-04,31
AGE2672,Hear,West,Three,2023-08-21,154
AGE2673,Possible,East,Court,09/26/2024,70
AGE2674,Center,East,Guess,12/05/2024,292
AGE2675,Discover,South,Unit,2022-04-10,74
AGE2676,Church,Central,Day,02/04/2022,40
AGE2677,Suffer,North,Paper,30-04-2023,9999
AGE2678,Risk,North,Without,2023-07-05,199
AGE2679,Support,East,Budget,20-03-2023,170
AGE2680,Turn,North,Expert,01/09/2023,24
AGE2681,Use,East,Example,2023-11-21,58
AGE2682,Total,Central,Eye,10/21/2023,134
AGE2683,Offer,West,Forward,07/10/2024,157
AGE2684,Simple,North,True,06/23/2023,166
AGE2685,Range,Central,Know,04/06/2022,34
AGE2686,Each,South,Brother,30-04-2022,159
AGE2687,Painting,Central,Officer,02/26/2024,86
AGE2688,Gas,Central,Various,2023-05-14,93
AGE2689,Set,North,Discover,17/09/2024,255
AGE2690,Before,South,Official,30/08/2024,116
AGE2691,Pattern,North,Risk,25/03/2024,146
AGE2692,Party,North,Large,2024-09-15,185
AGE2693,Democrat,South,Available,23/06/2024,90
AGE2694,Open,East,Southern,27/01/2023,57
AGE2695,Myself,East,Marriage,04-07-2024,282
AGE2696,Bad,East,Leg,11/19/2024,277
AGE2697,Artist,North,Talk,2022-04-11,207
AGE2698,Decide,EAST,Card,2024-10-25,258
AGE2699,Technology,West,Drop,02/09/2023,182
AGE2700,Dark,North,Between,03/19/2022,267
AGE2701,Tough,West,About,2024-09-24,18
AGE2702,Why,Central,List,01/19/2024,195
AGE2703,Race,NORTH,Father,05/01/2023,126
AGE2704,Discover,West,Could,2024-06-08,35
AGE2705,President,Central,Beat,11/12/2023,288
AGE2706,Response,Central,Senior,18-06-2022,140
AGE2707,Begin,Central,Participant,20/10/2024,55
AGE0274,Onto,Central,Fund,10-02-2024,138
AGE2709,Huge,Central,Surface,05/07/2023,103
AGE2710,Modern,West,Letter,26-08-2023,167
AGE2711,Hundred,East,Power,08/28/2022,165
AGE2712,Enjoy,Central,Identify,07/11/2024,284
AGE2713,Really,North,Television,10/04/2023,270
AGE2714,Cultural,East,Option,13/08/2023,273
AGE2715,Present,West,Anything,2023-11-05,171
AGE2716,Son,North,Those,06/30/2024,157
AGE2717,Region,South,Center,2023-04-24,242
AGE2718,Fund,East,Gun,04/25/2023,31
AGE2719,Billion,East,Door,2023-09-23,211
AGE2720,Tough,North,Explain,2022-04-11,112
AGE2721,Price,East,Ago,04/12/2024,84
AGE2722,Able,East,Yard,09-06-2024,182
AGE2723,Especially,South,Admit,02-05-2024,210
AGE2724,Any,East,Voice,28/02/2023,50
AGE2725,Discover,West,Task,2024-06-06,215
AGE2726,Laugh,North,Talk,2024-04-23,51
AGE2727,Billion,Central,Offer,2023-10-18,149
AGE2728,Report,West,No,06/15/2024,14
INVALID_57,Without,South,Same,2024-02-24,3
AGE2730,Back,East,Interest,08/05/2024,299
AGE2731,Citizen,South,Season,27-02-2023,181
AGE2732,Action,West,Commercial,06/22/2023,239
AGE2733,Hit,Central,Official,07-01-2024,259
AGE2734,Make,North,Imagine,04-09-2024,124
AGE2735,Goal,West,Present,21/05/2022,262
AGE2736,Down,South,Take,19/04/2024,84
AGE2737,Television,Central,Week,2024-09-13,185
AGE2738,Realize,North,Four,04-06-2024,35
INVALID_42,Know,West,Especially,21/06/2022,200
AGE2740,Citizen,North,Up,05/28/2022,266
AGE2741,Election,West,Whether,08/20/2022,71
AGE2742,Option,Central,Structure,14-07-2024,100
AGE2743,Act,EAST,Director,28-01-2022,64
AGE2744,Prevent,East,No,27-12-2022,290
AGE2745,Teacher,Central,Seek,2023-06-05,115
AGE2746,Home,EAST,Hold,05/19/2024,46
AGE2213,Ten,west,Event,09/16/2023,118
AGE2748,Eat,Central,Already,05-12-2023,-1
AGE2749,Evidence,South,Painting,21/06/2024,57
AGE2750,Loss,East,Huge,23/12/2024,0
AGE2751,Cut,West,Church,04/22/2022,21
AGE2752,Administration,West,Standard,20-07-2023,154
AGE2753,Near,Central,Word,04-09-2023,234
AGE2754,However,West,Figure,05/01/2024,197
AGE2755,Research,East,Seek,2023-03-02,242
AGE2756,Wear,West,Prove,12/01/2023,298
AGE2757,Song,Central,Whose,06-02-2022,276
AGE2758,Apply,West,Run,08/22/2022,213
AGE2759,Field,West,Song,01/08/2024,189
AGE2760,Executive,South,Coach,15/06/2024,244
AGE2761,Economic,Central,Save,02/12/2024,183
AGE1861,Various,North,Sound,06/27/2023,236
AGE2763,Chair,East,Fight,01/25/2023,237
AGE2764,Onto,West,Worry,06/05/2023,151
AGE2765,Worker,south,Time,09-11-2023,96
AGE2766,Capital,West,Food,02/29/2024,67
AGE2767,People,Central,Answer,30-03-2022,152
AGE2768,Hit,Central,Hospital,02/12/2024,126
INVALID_26,Front,Central,Term,27-02-2023,29
AGE2770,No,West,Size,02/12/2024,139
AGE2771,Threat,north,Like,04/21/2022,257
AGE2772,Or,Central,Level,13/10/2023,179
AGE2773,Ability,East,Share,01-06-2022,94
AGE2774,Tough,East,Seem,01/27/2024,164
AGE2775,Appear,North,Good,2024-12-20,254
AGE2776,Describe,East,Factor,11-06-2022,116
AGE2777,Forget,WEST,Call,19/09/2023,171
AGE2778,Middle,East,Drive,02/02/2022,0
AGE2779,Chance,West,Able,2024-01-22,223
AGE2780,Hundred,West,New,2024-12-16,256
AGE2781,Girl,West,Condition,11/05/2023,266
AGE2782,Stay,North,Note,2022-05-29,93
AGE2783,Visit,EAST,Local,27-04-2023,160
AGE2784,Subject,Central,Ok,03/10/2023,104
AGE2785,Unit,East,Choose,01/04/2024,42
AGE2786,Hot,Central,Difference,06/06/2024,111
AGE2787,Could,Central,Support,2024-04-13,40
AGE2788,Year,West,Administration,2024-01-26,276
AGE2789,Beyond,Central,Scientist,2024-11-20,127
AGE2790,Ready,West,Article,2023-08-06,167
AGE2791,Opportunity,WEST,Claim,23-01-2023,114
AGE0171,Capital,South,Bank,14/06/2024,-1
AGE2793,They,South,Care,07/09/2023,209
AGE2794,Ok,West,Leave,2024-10-07,273
AGE2795,Job,South,Husband,2023-08-25,34
AGE2796,Her,North,Usually,01/17/2022,227
AGE2797,Bed,East,Professor,03/19/2023,215
AGE2798,Room,East,Actually,2023-07-05,29
AGE2799,Goal,central,Attack,14/12/2023,160
AGE2800,Forget,Central,Piece,10-10-2022,127
AGE2801,Deep,South,Actually,10/27/2023,98
AGE2802,Response,West,Not,03/08/2024,162
AGE2803,Tonight,Central,Produce,23/11/2022,209
AGE2804,Democratic,Central,Large,25/08/2024,118
AGE2805,Training,East,Successful,16/02/2022,146
AGE2806,Must,East,Cup,11/18/2022,255
AGE2807,Foot,South,Hundred,25-11-2023,289
AGE2808,Material,West,Forward,13-05-2022,253
AGE2809,Enjoy,North,Interest,2022-08-13,251
AGE2810,Start,South,Read,05-02-2024,271
AGE2811,Special,South,Turn,28/01/2022,162
AGE2812,Republican,Central,Religious,06/04/2022,86
AGE2813,Chair,EAST,Range,2022-05-05,69
AGE2814,Onto,East,Phone,2023-10-23,29
AGE2815,Kid,North,Sense,2023-02-19,237
AGE2816,Page,Central,Model,04/14/2023,40
AGE2817,Sport,Central,Identify,19/09/2022,221
AGE2818,Phone,North,Think,03/30/2024,67
AGE2819,Trade,North,Full,19-11-2023,141
AGE2820,Group,West,Air,14/11/2022,1
AGE2821,Must,East,Have,02-04-2023,127
AGE2822,Dark,North,Role,31/08/2022,211
AGE2823,Street,West,Letter,07/19/2024,247
AGE2824,Middle,North,Worry,30-05-2022,255
AGE2825,Between,Central,Decision,11/30/2023,156
AGE2826,Special,North,Another,18/02/2024,175
AGE2827,Decide,West,Black,03/08/2023,261
AGE2828,Bed,Central,Lot,01/13/2022,109
AGE2829,Drug,Central,Standard,29/03/2022,14
AGE2830,Eight,Central,Wrong,10/27/2024,99
AGE2831,Any,North,Store,19/06/2022,233
AGE2832,Town,North,Research,2023-10-17,104
AGE2833,Often,South,Partner,2023-05-14,247
AGE2834,Lot,South,Pm,08/04/2023,151
AGE2835,Could,South,Behavior,20/11/2022,132
AGE2836,Force,South,Design,2023-11-14,192
AGE2837,Structure,South,Different,16-05-2022,9999
AGE2838,Why,Central,Knowledge,15/05/2023,199
AGE2839,Outside,Central,Administration,03/28/2023,9999
AGE2840,Risk,South,Thank,01/05/2023,93
AGE2841,Example,West,Word,06/18/2023,217
AGE2842,Beyond,North,People,31-10-2023,36
AGE2843,His,East,Again,25/11/2023,20
AGE2844,Court,South,Believe,04/21/2024,226
AGE2845,Science,Central,Carry,05/20/2024,32
AGE2846,Beautiful,West,Feeling,12/06/2022,126
AGE2847,Live,South,Store,10-01-2024,203
AGE2848,Second,East,Lead,31-10-2023,228
AGE2849,Perhaps,North,Sound,2024-04-29,213
AGE2850,Camera,Central,Appear,27-06-2023,172
AGE2851,Information,south,Beat,06/08/2024,289
AGE2852,Tonight,West,They,27-06-2023,183
AGE2853,Voice,South,Thought,13-08-2023,109
AGE2854,Seat,East,Technology,2024-04-22,286
AGE2855,Record,east,Particular,2024-02-25,15
AGE2856,Safe,West,Firm,2023-01-29,299
AGE2857,Maybe,NORTH,Garden,24-12-2022,243
AGE2858,Every,East,Budget,03/16/2023,152
AGE2859,Ask,East,Offer,2022-01-22,275
AGE2860,Such,West,Voice,03/10/2023,286
AGE2861,Leader,South,Fly,01-12-2023,169
AGE2862,Me,South,Lay,03/24/2023,19
AGE2863,What,North,Station,09-11-2023,98
AGE2864,Prevent,Central,Final,2024-09-15,116
AGE2865,Foot,WEST,Push,17/08/2022,134
AGE2866,Language,North,Point,12/15/2022,12
AGE2867,Its,Central,Success,2023-02-16,9999
AGE2868,Recognize,North,Clear,06-01-2022,102
AGE2032,Difference,East,Image,30-05-2023,162
AGE2870,Simply,Central,Sure,09-12-2023,173
AGE2871,Truth,East,After,2024-10-05,57
AGE2872,Whom,East,Evening,12/30/2023,184
AGE2873,Analysis,Central,Between,08/22/2023,13
AGE2874,Future,South,Last,01/15/2023,93
AGE2875,Include,South,Tell,09/10/2022,203
AGE2876,Size,Central,Full,29-09-2023,58
AGE2877,Low,East,Sell,06/11/2023,268
AGE2878,Entire,Central,End,09/20/2024,124
AGE2879,Which,East,Former,05/10/2022,124
AGE2880,Organization,North,Court,28-08-2023,184
AGE2881,Clear,North,Pay,18/08/2024,228
AGE2882,Along,West,Green,2023-06-19,173
AGE2883,Send,East,Democratic,08-12-2023,198
AGE2884,About,West,Spend,2023-04-08,247
AGE2885,Success,Central,Personal,07/01/2023,257
AGE2886,Interesting,East,Assume,01/11/2022,73
AGE2887,National,East,Organization,21/05/2023,66
AGE2888,Whatever,North,Road,2024-05-04,228
AGE2889,Determine,West,Price,06/02/2024,61
AGE2890,Indicate,South,Be,22-03-2024,195
AGE2891,Time,South,Region,10/01/2023,100
AGE2892,Themselves,East,Night,11/19/2023,41
AGE2893,Now,West,Child,02/13/2023,250
AGE2894,Easy,South,Billion,30/09/2024,110
AGE2895,Game,North,Forget,11/24/2023,164
AGE2896,Effort,South,Industry,17/09/2024,79
AGE2897,Respond,North,Seven,2023-07-28,169
INVALID_21,Teach,east,Six,2022-05-31,284
AGE2899,Window,Central,It,09-12-2024,4
AGE2900,Sit,North,Manager,17-07-2024,66
AGE2901,Build,South,Write,30/12/2023,45
AGE2902,Sit,East,Under,05/20/2022,26
AGE2903,Your,North,Find,02/03/2023,110
AGE2904,Less,East,Behind,2022-02-11,55
AGE2905,I,West,Explain,26/06/2024,18
AGE2906,Physical,South,Write,01/26/2022,93
AGE2907,Marriage,WEST,Light,03/13/2022,153
AGE2908,I,South,Move,14/11/2024,202
AGE2909,Range,West,Account,29/09/2022,-1
AGE2910,Character,West,Should,22-10-2023,270
AGE2911,Must,Central,Administration,30/10/2022,167
AGE2912,Method,south,Computer,09/09/2023,176
INVALID_74,Including,West,Well,12/26/2024,34
AGE2914,Career,Central,Word,22/08/2024,276
AGE2915,Most,South,Clearly,25-01-2024,254
AGE2916,Under,South,Future,30-01-2024,0
AGE2917,Training,south,Determine,11/12/2023,108
AGE2918,That,West,Toward,2023-01-29,113
AGE2919,Performance,East,Peace,09/13/2024,151
AGE1584,Issue,North,Create,16/08/2022,145
AGE2921,Care,South,Activity,04/11/2022,257
AGE2922,Second,Central,Play,26/04/2023,88
AGE2923,Well,East,Adult,01/22/2023,-1
AGE2924,Health,West,Design,2022-05-09,15
AGE2925,Easy,Central,Old,2024-12-12,167
AGE2926,Change,Central,Break,07-05-2023,260
AGE2927,Sure,West,Service,23-05-2024,237
AGE2928,Accept,Central,Student,12/15/2024,41
AGE2929,Sing,East,Really,2022-11-30,229
AGE2930,Store,CENTRAL,Those,09/22/2022,219
AGE2931,Meet,East,Stage,06/03/2024,239
AGE2932,Claim,West,Building,03/06/2023,161
AGE2933,Cause,South,Far,2023-03-24,252
AGE2934,Table,Central,Enter,2024-08-26,35
AGE2935,Sure,South,Local,30/07/2022,102
AGE2936,Reason,South,True,01/16/2024,293
AGE2937,Very,East,And,09/30/2023,81
AGE2938,Interest,South,Role,02/01/2024,50
AGE2939,Option,East,Determine,12/06/2024,23
AGE2940,Staff,Central,Election,2022-01-23,19
AGE2941,Professional,West,Though,2022-07-21,187
AGE2942,Around,East,Factor,17-11-2024,84
AGE2943,Allow,South,Figure,03/08/2022,206
AGE2944,Forward,South,Ahead,27-09-2022,141
AGE2945,Drug,West,International,18/01/2024,286
AGE2946,Product,South,Quickly,2022-11-10,181
AGE2947,Firm,East,Whose,02/05/2022,37
AGE2948,Common,Central,Wall,29/03/2023,146
AGE2949,Hope,Central,Culture,04/28/2024,196
AGE2950,Thank,East,Senior,18/04/2024,0
AGE2951,Authority,Central,Week,30-07-2022,85
AGE2952,Learn,South,Value,23/09/2023,116
AGE2953,Participant,NORTH,Matter,08/13/2024,149
AGE2954,Against,WEST,Road,05/17/2024,78
AGE2955,Research,Central,Machine,23-09-2023,248
AGE2956,Example,North,Amount,06/08/2023,113
AGE2957,Start,Central,Probably,2023-07-23,300
AGE2958,Focus,Central,Compare,26/08/2022,145
AGE2959,Determine,South,Democratic,25/09/2023,131
AGE2960,Writer,West,Now,09/07/2024,294
AGE2961,Series,Central,Read,16-06-2022,147
AGE2962,Exactly,Central,Operation,07/31/2024,203
AGE2963,Risk,Central,Pass,23-03-2024,54
AGE2964,Offer,Central,Play,05/18/2023,34
AGE2965,Purpose,West,Miss,24-08-2022,86
AGE2966,Question,Central,Whose,11/15/2024,0
AGE2967,East,South,Pressure,01-10-2024,278
AGE2968,Reason,West,Indicate,09/12/2023,270
AGE2969,Almost,South,Price,2022-10-05,289
AGE2970,Then,Central,Thank,12/10/2024,9999
AGE2971,See,East,High,2022-10-30,223
AGE2972,Direction,Central,Support,13/06/2023,271
AGE2973,Institution,Central,Cup,08/08/2024,43
AGE2974,Account,West,Else,2022-12-09,292
AGE2975,Call,WEST,Remain,16-04-2023,125
AGE2976,Only,North,Card,26/04/2022,139
AGE2977,Measure,Central,Notice,23-03-2024,184
AGE2978,Offer,Central,My,27/07/2022,264
AGE2616,Boy,south,Sell,2024-01-01,143
AGE2980,Future,West,Parent,2023-12-08,-1
AGE2981,Include,North,Admit,23-12-2024,187
AGE2982,Simple,West,Recent,2023-01-07,281
AGE2983,Consider,West,Film,17/10/2022,143
AGE2984,Mother,East,Treatment,24/10/2024,104
AGE2985,Window,East,Conference,2022-05-29,245
AGE2986,When,Central,Campaign,2022-08-11,117
AGE2987,Back,Central,Effort,22-03-2022,22
AGE2988,Choose,West,Responsibility,05/09/2023,294
AGE2989,Type,South,Easy,07/05/2023,218
AGE2064,Happen,Central,Way,01-12-2023,275
AGE2991,Explain,West,Career,2022-09-29,126
AGE2992,But,CENTRAL,Thank,07/30/2022,162
AGE2993,Lawyer,Central,Argue,05/02/2022,228
AGE2994,Free,North,Soldier,01/06/2024,180
AGE2995,During,East,Phone,08/20/2022,247
AGE2996,Alone,South,Hospital,03/22/2022,-1
AGE2997,Price,Central,Since,10-02-2023,154
AGE2998,Market,West,Improve,03/14/2022,127
AGE2631,Fact,East,Hospital,28-07-2022,180
AGE3000,Take,West,Indicate,05/03/2022,230
AGE3001,Skin,South,Available,2023-12-02,278
AGE3002,Pm,East,Leader,05/03/2024,299
AGE3003,Star,Central,Really,2023-11-26,272
AGE3004,Purpose,North,Thing,05/30/2023,147
AGE3005,Point,North,Game,04/04/2022,132
AGE3006,Wrong,West,Analysis,26/12/2022,194
AGE3007,Interview,West,Account,2022-07-26,283
AGE3008,Part,east,Opportunity,06/04/2023,135
AGE3009,Eye,West,Store,13/09/2024,32
AGE2004,Debate,South,Mind,2023-12-18,289
AGE3011,Shake,North,Five,12/07/2024,194
AGE3012,Evidence,South,Former,2024-03-29,258
AGE3013,Upon,Central,Learn,2024-11-03,22
AGE3014,Compare,North,Recently,2024-02-04,235
AGE3015,Final,EAST,World,07/03/2023,87
AGE0892,Push,Central,Close,17/04/2022,17
AGE3017,Serve,EAST,Operation,2024-04-14,225
AGE3018,Mission,East,Just,01/08/2024,29
AGE3019,Time,Central,Something,03/03/2022,7
AGE3020,Because,south,Lose,18/07/2024,152
AGE3021,Democratic,South,Message,10/29/2024,66
AGE3022,Science,EAST,Consumer,26/12/2024,48
AGE3023,During,South,Bag,13/10/2022,225
AGE3024,Agreement,East,More,04/10/2022,127
AGE3025,Fish,East,Across,15/04/2022,76
AGE3026,Feeling,Central,Trip,12/14/2024,156
AGE3027,News,North,Scene,2024-08-20,144
AGE3028,Trip,South,Return,2023-02-22,282
AGE3029,Body,East,Shoulder,12/10/2023,0
AGE3030,Apply,East,Young,2022-07-03,272
AGE3031,Image,East,Say,07/30/2024,37
AGE3032,Since,East,Other,06-04-2023,200
AGE3033,Sister,Central,Man,11/08/2023,59
AGE3034,While,East,Score,11/23/2024,57
AGE3035,More,South,Tend,16-12-2022,78
AGE3036,Imagine,West,Population,01/02/2022,209
AGE3037,According,West,Say,12-08-2024,9999
AGE3038,Property,West,Audience,2024-08-11,179
AGE3039,Bring,East,Letter,27-01-2022,223
AGE3040,Because,West,Military,12/06/2022,47
AGE3041,Eat,Central,Whether,2022-11-24,217
INVALID_72,Back,West,Interview,07/10/2023,81
AGE1018,Mrs,North,Low,13-12-2024,229
AGE3044,Study,SOUTH,Evening,04/23/2022,295
AGE3045,Stop,east,What,06/01/2024,0
AGE3046,Blood,East,Put,14/12/2024,112
AGE3047,Role,East,Song,20-03-2023,249
AGE3048,Matter,East,Bill,10/02/2023,6
AGE3049,Factor,East,Trial,17/04/2024,83
AGE3050,Identify,West,Listen,10-10-2024,204
AGE3051,Turn,South,Clearly,16/03/2022,4
AGE3052,Choice,North,Design,2024-02-22,200
AGE3053,That,East,Think,14-02-2022,56
AGE3054,None,South,Good,2023-11-19,276
AGE3055,Property,East,World,19-04-2022,126
AGE2023,Camera,North,Recognize,02/11/2024,39
AGE3057,Into,North,Population,28/02/2024,299
AGE3058,Community,North,After,05/09/2023,295
AGE3059,Manage,East,Compare,23-02-2023,279
AGE3060,Yard,west,Tend,11/19/2023,258
AGE3061,Body,West,Others,01/12/2023,180
AGE3062,Government,North,Similar,30/06/2023,230
AGE3063,Offer,East,Himself,2023-04-17,102
INVALID_84,Herself,North,Middle,02/11/2022,108
AGE3065,Control,South,Create,09/08/2023,40
AGE3066,Miss,North,Beat,18-06-2023,248
AGE3067,Minute,East,Benefit,21/04/2023,29
AGE3068,Fly,South,Bed,28/08/2022,230
AGE3069,Including,North,Old,05/12/2024,58
AGE3070,Recognize,South,Discussion,02/06/2022,113
AGE0617,Subject,West,Room,09/12/2022,269
AGE3072,Family,east,Most,27-07-2024,246
AGE3073,Discover,East,North,2023-01-03,147
AGE3074,Model,South,Red,06/29/2023,102
AGE3075,Minute,West,Seek,14/08/2024,37
AGE3076,Leg,west,Ok,11/14/2022,63
AGE3077,Perhaps,WEST,Say,05/31/2024,238
AGE1487,Should,South,Just,28/12/2022,174
AGE3079,Company,Central,School,18/05/2024,33
AGE3080,Situation,NORTH,Boy,04/28/2022,76
AGE2896,Evening,South,Stock,20-04-2023,113
AGE3082,International,Central,Ahead,24-11-2024,87
AGE3083,Carry,Central,Child,27-04-2024,268
AGE3084,Break,East,Right,16/06/2024,73
AGE3085,Enjoy,North,Source,05-11-2023,207
AGE3086,Expect,north,Move,05/04/2022,74
AGE3087,Dinner,West,Traditional,08/07/2024,264
AGE3088,Pretty,East,These,2023-04-16,157
AGE3089,Stuff,NORTH,Director,24-12-2022,283
AGE3090,Enter,South,Gas,2022-11-05,84
INVALID_29,Once,East,Else,10-01-2023,245
AGE3092,Large,West,Avoid,31-07-2023,282
AGE3093,Interesting,East,Experience,22/05/2023,245
AGE3094,Town,Central,He,28-05-2022,183
AGE3095,Consumer,Central,Must,21/11/2022,256
AGE3096,Where,Central,Everybody,02/17/2022,9999
AGE3097,Value,West,Outside,08/04/2022,235
AGE3098,Fast,South,Cut,10-08-2022,259
AGE3099,Compare,East,But,08/05/2024,146
AGE3100,Affect,Central,Quality,2024-03-10,9999
AGE3101,Study,Central,Several,10/04/2024,153
AGE3102,Such,Central,Development,09/09/2022,287
AGE3103,Chance,west,Seven,25-08-2023,124
AGE3104,Recent,East,Mr,2022-06-06,60
AGE3105,Act,North,Turn,17/11/2022,146
AGE3106,Plan,West,Black,23/02/2023,154
AGE3107,Economic,West,Can,22-02-2023,53
AGE3108,Chance,South,Someone,03/12/2024,272
AGE3109,Also,North,Medical,2022-10-24,6
AGE3110,Hundred,West,Build,11/23/2022,112
AGE3111,Mouth,Central,Tv,12/17/2023,76
INVALID_6,Certain,South,Total,03/09/2024,150
AGE2827,Sometimes,South,Against,2022-08-10,109
AGE3114,Shoulder,Central,Receive,20/08/2024,53
AGE3115,Senior,Central,Seat,31/12/2022,9999
AGE3116,Read,North,Institution,03-12-2023,30
INVALID_76,One,West,Entire,10/04/2023,275
AGE2699,Cut,West,Wonder,09/23/2023,164
AGE3119,Military,North,Recently,18/04/2024,165
AGE3120,Factor,North,White,22-06-2023,167
AGE3121,Discuss,West,Become,2024-08-06,176
AGE3122,Job,Central,The,20/05/2024,232
AGE3123,Particularly,South,Different,15-01-2023,292
AGE3124,True,North,Bring,17-09-2022,186
AGE3125,Son,North,Practice,2023-09-17,231
AGE3126,Treat,East,Leader,25/07/2023,6
AGE3127,Door,Central,Off,2022-01-08,124
AGE3128,Evening,Central,Yourself,2022-03-15,82
AGE3129,Able,CENTRAL,Impact,24/01/2022,9999
AGE3130,Her,North,Item,14/03/2022,9999
AGE3131,Crime,North,Land,03/06/2022,17
AGE3132,Plant,North,Population,16/06/2023,29
AGE3133,His,West,Modern,23-03-2022,37
AGE3134,Maintain,NORTH,Seem,04/04/2023,286
AGE3135,Glass,Central,Certain,19-06-2024,240
AGE3136,Peace,Central,Imagine,2023-02-12,277
AGE3137,Run,North,West,04-03-2022,9999
AGE3138,Computer,Central,Might,01/30/2024,210
AGE3139,Thought,West,Policy,11/09/2024,267
AGE3140,Short,South,Industry,09/26/2024,155
AGE3141,Would,Central,Drop,11-12-2022,118
AGE3142,Sea,East,Major,2023-05-07,169
AGE3143,Step,North,Expect,2023-04-10,1
AGE3144,Measure,East,Success,09/16/2022,17
AGE3145,Food,West,Include,2024-03-16,98
AGE3146,By,East,Type,01-03-2022,263
AGE3147,Term,East,Back,26/08/2024,88
AGE3148,Card,West,Its,06/16/2022,94
AGE3149,Middle,West,Teacher,04/28/2024,282
AGE3150,To,East,Learn,02/06/2022,0
AGE3151,Least,North,Miss,07-07-2024,40
AGE3152,Heart,South,Economy,02/14/2022,99
AGE3153,Try,East,Operation,2024-11-20,178
INVALID_16,While,West,Could,26-06-2022,213
AGE3155,Against,North,Push,04/05/2024,271
AGE0782,Contain,East,New,27-12-2024,15
AGE3157,Glass,South,Rate,2022-07-18,275
AGE3158,In,South,Behind,09/01/2022,103
AGE3159,Our,North,Process,2022-09-08,296
AGE3160,Several,South,Test,2023-10-20,63
AGE3161,Memory,South,Adult,2024-02-20,111
AGE3162,I,WEST,Get,22/02/2022,47
AGE3163,Yeah,West,Fall,19/11/2022,268
AGE3164,Bed,Central,Our,2022-09-25,267
AGE3165,Charge,Central,Image,08/09/2022,77
AGE3166,Parent,West,Describe,02/17/2022,171
AGE3167,Enjoy,Central,Next,17/08/2022,126
AGE3168,Young,East,Great,09/09/2023,132
AGE3169,Doctor,CENTRAL,Ground,2024-02-09,14
AGE3170,Future,West,Charge,10-02-2023,-1
AGE0437,Game,South,Opportunity,01/01/2023,133
AGE3172,Hand,East,Some,19/08/2024,91
AGE3173,Employee,North,Eye,2023-01-04,2
AGE3174,Risk,South,Until,2024-04-15,96
AGE3175,Mother,South,Son,18/06/2022,247
AGE3176,Finish,North,Product,11/07/2022,98
AGE3177,Course,North,Camera,07/21/2023,119
AGE3178,Defense,Central,He,2024-09-21,9999
AGE0988,These,East,Bill,2023-12-27,57
INVALID_63,Million,West,Wear,11/27/2023,232
AGE3181,Trip,South,Far,30/10/2024,9999
AGE3182,Chair,South,Control,22-02-2023,106
AGE3183,Star,South,Mouth,02/11/2022,193
AGE3184,Say,West,Line,29-06-2024,6
AGE3185,Cold,Central,Once,19-01-2022,129
AGE3186,Particularly,East,Recently,14-03-2024,253
AGE3187,Should,North,Too,06/15/2024,151
AGE3188,With,North,How,12/27/2022,38
AGE3189,Into,Central,Whatever,15-05-2024,141
AGE3190,Strategy,North,Live,2022-05-07,122
AGE3191,Expect,East,Important,15/02/2023,283
AGE3192,Return,North,Next,2024-11-16,194
AGE3193,Yes,Central,Small,03/17/2024,109
AGE3194,Teach,North,Family,2022-08-28,10
AGE3195,Modern,South,Central,2023-01-29,71
AGE3196,Kitchen,East,Above,2024-10-28,231
INVALID_50,Practice,West,Thousand,2022-09-16,189
AGE3198,How,East,Hour,2023-08-07,243
AGE3199,Him,South,Land,2024-09-13,-1
AGE3200,Argue,East,All,05/01/2023,24
AGE3201,Represent,East,Finally,14/05/2024,284
AGE3202,Local,North,Listen,07/30/2022,186
AGE3203,Recent,SOUTH,Mention,2023-10-15,225
AGE3204,Institution,East,West,06/10/2024,72
